source,airfoil,config,Re,alpha,CL,CD,u_cd_span
vol1,GEMINI,clean,202800.0,2.11,0.474,0.0118,0.0018000000000000004
vol1,GEMINI,clean,202800.0,3.56,0.641,0.0128,0.0005999999999999998
vol1,GEMINI,clean,202800.0,5.15,0.775,0.0148,0.001700000000000001
vol1,GEMINI,clean,202800.0,7.04,0.945,0.0183,0.0026
vol1,GEMINI,clean,202800.0,8.21,1.045,0.0197,0.002450000000000001
vol1,GEMINI,clean,202800.0,9.78,1.154,0.0207,0.0010500000000000006
vol1,GEMINI,clean,202800.0,11.13,1.157,0.031,0.0134
vol1,GEMINI,clean,202800.0,12.68,1.118,0.0494,0.020649999999999995
vol1,GEMINI,clean,304100.0,-5.77,-0.284,0.0146,0.0017499999999999998
vol1,GEMINI,clean,304100.0,-4.53,-0.188,0.0121,0.0014000000000000002
vol1,GEMINI,clean,304100.0,-2.47,-0.019,0.0104,0.0017499999999999998
vol1,GEMINI,clean,304100.0,-1.29,0.091,0.0101,0.0021999999999999997
vol1,GEMINI,clean,304100.0,0.76,0.307,0.0099,0.002
vol1,GEMINI,clean,304100.0,2.08,0.449,0.0108,0.00245
vol1,GEMINI,clean,304100.0,3.59,0.634,0.0126,0.0033
vol1,GEMINI,clean,304100.0,5.24,0.797,0.0126,0.0009500000000000003
vol1,GEMINI,clean,304100.0,6.87,0.946,0.0149,0.0014000000000000002
vol1,GEMINI,clean,304100.0,8.27,1.068,0.0161,0.0006999999999999992
vol1,GEMINI,clean,304100.0,9.59,1.129,0.0181,0.002449999999999999
vol1,GEMINI,clean,304100.0,11.25,1.131,0.0318,0.014450000000000001
vol1,GM15,clean,40600.0,-3.62,-0.071,0.0499,0.015049999999999997
vol1,GM15,clean,40600.0,-1.52,0.157,0.0261,0.003349999999999999
vol1,GM15,clean,40600.0,0.66,0.362,0.0223,0.008849999999999998
vol1,GM15,clean,40600.0,2.61,0.588,0.0217,0.0027999999999999987
vol1,GM15,clean,40600.0,4.61,0.869,0.0292,0.0033500000000000005
vol1,GM15,clean,40600.0,6.83,1.091,0.0256,0.00255
vol1,GM15,clean,40600.0,8.75,1.187,0.0256,0.005300000000000001
vol1,GM15,clean,40600.0,9.94,1.25,0.0259,0.00455
vol1,GM15,clean,38600.0,10.98,1.278,0.0454,0.0103
vol1,GM15,clean,60700.0,-3.59,-0.032,0.0393,0.012700000000000001
vol1,GM15,clean,60700.0,-1.91,0.163,0.0209,0.0027999999999999987
vol1,GM15,clean,60700.0,-0.37,0.312,0.0206,0.003299999999999999
vol1,GM15,clean,60700.0,1.07,0.466,0.0176,0.0041
vol1,GM15,clean,60700.0,2.72,0.718,0.0209,0.0019500000000000003
vol1,GM15,clean,60700.0,4.28,0.913,0.0214,0.004449999999999999
vol1,GM15,clean,60700.0,5.74,1.034,0.0199,0.0040999999999999995
vol1,GM15,clean,60700.0,7.34,1.173,0.0203,0.0016499999999999987
vol1,GM15,clean,60700.0,8.95,1.252,0.0273,0.0038000000000000013
vol1,GM15,clean,60700.0,10.38,1.308,0.0421,0.003950000000000002
vol1,GM15,clean,60700.0,11.96,1.335,0.0557,0.0125
vol1,GM15,clean,100600.0,0.0,0.428,0.0168,0.0023
vol1,GM15,clean,100600.0,1.63,0.667,0.0164,0.0014000000000000002
vol1,GM15,clean,100600.0,3.13,0.833,0.0158,0.0020500000000000006
vol1,GM15,clean,100600.0,4.55,0.961,0.0164,0.002000000000000001
vol1,GM15,clean,100600.0,6.15,1.103,0.018,0.0009499999999999995
vol1,GM15,clean,100600.0,7.58,1.206,0.0216,0.001299999999999999
vol1,GM15,clean,100600.0,9.11,1.265,0.0345,0.0026499999999999996
vol1,GM15,clean,100600.0,10.6,1.319,0.0459,0.004300000000000002
vol1,GM15,clean,100600.0,12.45,1.35,0.0838,0.0109
vol1,GM15,clean,102100.0,-1.49,0.221,0.0177,0.0006499999999999995
vol1,GM15,clean,101900.0,-3.46,0.021,0.0315,0.0018000000000000013
vol1,GM15,clean,200500.0,-3.41,0.116,0.017,0.0019000000000000006
vol1,GM15,clean,200500.0,-1.25,0.388,0.011,0.0020999999999999994
vol1,GM15,clean,200500.0,-0.44,0.492,0.0107,0.0023
vol1,GM15,clean,200500.0,1.54,0.688,0.0097,0.0006000000000000007
vol1,GM15,clean,200500.0,2.77,0.811,0.0103,0.00115
vol1,GM15,clean,200500.0,4.75,1.012,0.0125,0.0006499999999999995
vol1,GM15,clean,200500.0,5.86,1.107,0.0145,0.0004499999999999999
vol1,GM15,clean,200500.0,7.66,1.218,0.0238,0.0008999999999999998
vol1,GM15,clean,200500.0,9.14,1.29,0.0332,0.0009000000000000015
vol1,GM15,clean,200500.0,10.58,1.326,0.0475,0.002999999999999999
vol1,GM15,modified,60700.0,-1.91,-0.341,0.0587,0.018449999999999998
vol1,GM15,modified,60700.0,-0.29,-0.17,0.0286,0.005600000000000001
vol1,GM15,modified,60700.0,1.2,-0.026,0.0183,0.0008500000000000001
vol1,GM15,modified,60700.0,2.5,0.112,0.0135,0.00020000000000000052
vol1,GM15,modified,60700.0,4.18,0.321,0.0127,0.0023
vol1,GM15,modified,60700.0,5.6,0.464,0.0144,0.0015499999999999993
vol1,GM15,modified,60700.0,7.26,0.636,0.0191,0.0023
vol1,GM15,modified,60700.0,8.75,0.773,0.0214,0.0026999999999999993
vol1,GM15,modified,60700.0,10.36,0.879,0.0237,0.00435
vol1,GM15,modified,60700.0,11.81,0.994,0.0249,0.0038499999999999993
vol1,GM15,modified,60700.0,13.44,1.085,0.0343,0.0075000000000000015
vol1,GM15,modified,101300.0,-1.93,-0.336,0.0471,0.006850000000000002
vol1,GM15,modified,101300.0,-0.14,-0.151,0.0195,0.0005500000000000001
vol1,GM15,modified,101300.0,1.31,-0.02,0.0143,0.0007499999999999998
vol1,GM15,modified,101300.0,2.7,0.136,0.0115,0.0008500000000000001
vol1,GM15,modified,101300.0,4.19,0.285,0.0128,0.0016000000000000007
vol1,GM15,modified,101300.0,5.63,0.431,0.0154,0.0016499999999999996
vol1,GM15,modified,101300.0,7.27,0.591,0.0179,0.0012500000000000011
vol1,GM15,modified,101300.0,8.72,0.738,0.0176,0.0006499999999999995
vol1,GM15,modified,101300.0,10.42,0.897,0.0191,0.0004999999999999987
vol1,GM15,modified,101300.0,11.84,0.996,0.0294,0.0020500000000000015
vol1,GM15,modified,101300.0,13.45,1.088,0.0465,0.003700000000000002
vol1,GM15,modified,202200.0,-1.73,-0.276,0.0299,0.0012499999999999994
vol1,GM15,modified,202200.0,0.09,-0.088,0.0151,0.0010999999999999994
vol1,GM15,modified,202200.0,1.47,-0.002,0.0132,0.0012500000000000002
vol1,GM15,modified,202200.0,3.07,0.163,0.0117,0.00045000000000000075
vol1,GM15,modified,202200.0,4.53,0.309,0.0115,0.0007000000000000001
vol1,GM15,modified,202200.0,5.93,0.482,0.0115,0.0002999999999999999
vol1,GM15,modified,202200.0,7.46,0.644,0.0117,0.0007500000000000007
vol1,GM15,modified,202200.0,9.09,0.805,0.0136,0.0008999999999999998
vol1,GM15,modified,202200.0,10.64,0.937,0.0205,0.0008999999999999998
vol1,GM15,modified,202200.0,11.96,1.034,0.0283,0.0010500000000000006
vol1,GM15,modified,202200.0,13.53,1.109,0.0482,0.0040999999999999995
vol1,GM15,modified,302500.0,-1.99,-0.301,0.0413,0.0007000000000000027
vol1,GM15,modified,302500.0,-0.49,-0.147,0.0165,0.0023
vol1,GM15,modified,302500.0,2.04,0.055,0.012,0.0010999999999999994
vol1,GM15,modified,302500.0,3.01,0.184,0.011,0.0007999999999999995
vol1,GM15,modified,302500.0,4.54,0.343,0.0096,0.0007000000000000001
vol1,GM15,modified,302500.0,6.09,0.509,0.0093,0.0003499999999999996
vol1,GM15,modified,302500.0,7.54,0.655,0.01,0.0004999999999999996
vol1,GM15,modified,302500.0,9.0,0.798,0.0118,0.0005500000000000001
vol1,GM15,modified,302500.0,10.51,0.928,0.0175,0.0009999999999999992
vol1,GM15,modified,302500.0,12.41,1.072,0.0294,0.0020999999999999994
vol1,GM15,modified,302500.0,13.77,1.133,0.0585,0.011100000000000002
vol1,K3311,clean,61100.0,-4.25,-0.232,0.0322,0.003299999999999999
vol1,K3311,clean,61100.0,-2.71,-0.077,0.0251,0.00315
vol1,K3311,clean,61100.0,-1.19,0.088,0.0179,0.0032499999999999994
vol1,K3311,clean,61100.0,0.58,0.337,0.0229,0.0060500000000000016
vol1,K3311,clean,61100.0,1.9,0.494,0.0264,0.007850000000000001
vol1,K3311,clean,61100.0,3.68,0.654,0.0351,0.00665
vol1,K3311,clean,61100.0,5.07,0.775,0.0386,0.008799999999999999
vol1,K3311,clean,61100.0,6.8,0.931,0.0447,0.013300000000000003
vol1,K3311,clean,61100.0,8.31,1.099,0.0363,0.01005
vol1,K3311,clean,61100.0,9.89,1.222,0.03,0.002150000000000001
vol1,K3311,clean,61100.0,11.23,1.243,0.0424,0.011
vol1,K3311,clean,101100.0,-4.09,-0.154,0.0262,0.0019500000000000003
vol1,K3311,clean,101100.0,-2.54,0.064,0.0189,0.0023
vol1,K3311,clean,101100.0,-1.21,0.168,0.0147,0.002
vol1,K3311,clean,101100.0,0.43,0.374,0.0149,0.0010000000000000009
vol1,K3311,clean,101100.0,2.12,0.538,0.0172,0.0019500000000000003
vol1,K3311,clean,101100.0,3.59,0.684,0.0187,0.001599999999999999
vol1,K3311,clean,101100.0,5.18,0.842,0.0197,0.0017000000000000001
vol1,K3311,clean,101100.0,6.83,1.005,0.021,0.0011000000000000003
vol1,K3311,clean,101100.0,8.25,1.147,0.0215,0.0013000000000000008
vol1,K3311,clean,101100.0,9.76,1.227,0.0249,0.0022500000000000003
vol1,K3311,clean,101100.0,11.22,1.233,0.0407,0.0026000000000000016
vol1,K3311,clean,201800.0,-5.79,-0.294,0.0434,0.0018499999999999975
vol1,K3311,clean,201800.0,-4.11,-0.104,0.0199,0.0019000000000000006
vol1,K3311,clean,201800.0,-2.55,0.037,0.0141,0.0008999999999999998
vol1,K3311,clean,201800.0,-1.07,0.169,0.0104,0.0013
vol1,K3311,clean,201800.0,0.4,0.338,0.0095,0.0002999999999999999
vol1,K3311,clean,201800.0,2.18,0.534,0.0108,0.0004499999999999999
vol1,K3311,clean,201800.0,3.52,0.683,0.012,0.0005000000000000004
vol1,K3311,clean,201800.0,5.22,0.862,0.0132,0.0004000000000000002
vol1,K3311,clean,201800.0,6.6,1.0,0.0143,0.0008500000000000001
vol1,K3311,clean,201800.0,8.15,1.141,0.016,0.00115
vol1,K3311,clean,201800.0,9.85,1.213,0.0263,0.002100000000000001
vol1,K3311,clean,201800.0,11.19,1.213,0.0417,0.0075
vol1,K3311,clean,302900.0,-5.62,-0.238,0.036,0.0017000000000000001
vol1,K3311,clean,302900.0,-4.28,-0.117,0.0193,0.0017499999999999998
vol1,K3311,clean,302900.0,-2.78,0.018,0.0135,0.0015000000000000005
vol1,K3311,clean,302900.0,-1.0,0.19,0.0089,0.0008500000000000001
vol1,K3311,clean,302900.0,0.47,0.355,0.0078,0.0002500000000000002
vol1,K3311,clean,302900.0,2.11,0.533,0.0088,0.0004499999999999999
vol1,K3311,clean,302900.0,3.51,0.678,0.0097,0.0004499999999999999
vol1,K3311,clean,302900.0,5.25,0.858,0.0111,0.0011000000000000003
vol1,K3311,clean,302900.0,6.83,1.011,0.0121,0.0007500000000000007
vol1,K3311,clean,302900.0,8.16,1.115,0.0146,0.0004999999999999996
vol1,K3311,clean,302900.0,10.05,1.184,0.0264,0.0026
vol1,K3311,clean,302900.0,11.68,1.19,0.0479,0.014300000000000004
vol1,M06-13-128 (B),clean,203200.0,-3.63,-0.054,0.0462,0.0026499999999999996
vol1,M06-13-128 (B),clean,203200.0,-2.61,0.051,0.0387,0.0016499999999999987
vol1,M06-13-128 (B),clean,203200.0,-1.65,0.137,0.0401,0.0030999999999999986
vol1,M06-13-128 (B),clean,203200.0,-0.4,0.218,0.0491,0.0026499999999999996
vol1,M06-13-128 (B),clean,203200.0,0.35,0.259,0.0543,0.006249999999999999
vol1,M06-13-128 (B),clean,203200.0,1.51,0.333,0.0603,0.0063999999999999994
vol1,M06-13-128 (B),clean,203200.0,2.5,0.39,0.0684,0.0052
vol1,M06-13-128 (B),clean,203200.0,3.57,0.458,0.0769,0.005249999999999998
vol1,M06-13-128 (B),clean,201000.0,4.23,0.504,0.0807,0.006999999999999999
vol1,M06-13-128 (B),clean,201000.0,5.5,0.619,0.088,0.0025499999999999967
vol1,M06-13-128 (B),clean,201000.0,6.56,0.808,0.0786,0.0018499999999999975
vol1,M06-13-128 (B),clean,201000.0,7.46,0.968,0.0564,0.002149999999999999
vol1,M06-13-128 (B),clean,201000.0,8.36,1.097,0.0401,0.0009499999999999995
vol1,M06-13-128 (B),clean,201000.0,9.44,1.234,0.0295,0.0003499999999999996
vol1,M06-13-128 (B),clean,201000.0,10.51,1.362,0.0229,0.00045000000000000075
vol1,M06-13-128 (B),clean,201000.0,11.61,1.47,0.0219,0.0008500000000000001
vol1,M06-13-128 (B),clean,201000.0,12.53,1.524,0.0248,0.0019499999999999986
vol1,M06-13-128 (B),clean,304400.0,-3.87,-0.113,0.0443,0.002400000000000003
vol1,M06-13-128 (B),clean,304400.0,-2.46,0.043,0.0301,0.001749999999999998
vol1,M06-13-128 (B),clean,304400.0,-1.59,0.136,0.0283,0.0013500000000000005
vol1,M06-13-128 (B),clean,304400.0,-0.71,0.229,0.0304,0.0010500000000000006
vol1,M06-13-128 (B),clean,304400.0,0.44,0.352,0.0331,0.0008000000000000021
vol1,M06-13-128 (B),clean,304400.0,1.63,0.468,0.0374,0.0008500000000000001
vol1,M06-13-128 (B),clean,302200.0,1.63,0.468,0.0372,0.0008000000000000021
vol1,M06-13-128 (B),clean,302200.0,2.35,0.539,0.0381,0.00145
vol1,M06-13-128 (B),clean,302200.0,3.66,0.676,0.0355,0.0007500000000000007
vol1,M06-13-128 (B),clean,302200.0,4.34,0.747,0.0329,0.0010999999999999968
vol1,M06-13-128 (B),clean,302200.0,5.41,0.858,0.0295,0.0007500000000000007
vol1,M06-13-128 (B),clean,302200.0,6.54,0.98,0.0258,0.0006999999999999992
vol1,M06-13-128 (B),clean,302200.0,7.43,1.076,0.0233,0.0002999999999999999
vol1,M06-13-128 (B),clean,302200.0,8.5,1.193,0.0207,0.00035000000000000135
vol1,M06-13-128 (B),clean,302200.0,9.45,1.297,0.0185,0.0002999999999999999
vol1,M06-13-128 (B),clean,302200.0,10.52,1.409,0.0161,0.0006999999999999992
vol1,M06-13-128 (B),clean,302200.0,11.54,1.489,0.0177,0.0018499999999999992
vol1,M06-13-128 (B),clean,302200.0,12.53,1.513,0.0363,0.03275
vol1,MA409,clean,40700.0,-1.98,-0.007,0.0208,0.006999999999999999
vol1,MA409,clean,40700.0,0.16,0.214,0.0162,0.00315
vol1,MA409,clean,40700.0,2.11,0.421,0.0175,0.008150000000000001
vol1,MA409,clean,40700.0,4.32,0.745,0.0199,0.00115
vol1,MA409,clean,40700.0,6.35,0.905,0.0239,0.005549999999999999
vol1,MA409,clean,40700.0,8.22,1.02,0.0276,0.004149999999999999
vol1,MA409,clean,40700.0,10.34,1.091,0.0699,0.030900000000000004
vol1,MA409,clean,60800.0,-2.71,-0.095,0.024,0.0054
vol1,MA409,clean,60800.0,-1.11,0.038,0.0137,0.00185
vol1,MA409,clean,60800.0,0.56,0.198,0.015,0.0085
vol1,MA409,clean,60800.0,2.03,0.384,0.017,0.003150000000000001
vol1,MA409,clean,60800.0,3.26,0.575,0.0173,0.0039499999999999995
vol1,MA409,clean,60800.0,4.89,0.713,0.0147,0.0030499999999999998
vol1,MA409,clean,60800.0,6.36,0.835,0.0189,0.0017500000000000016
vol1,MA409,clean,60800.0,7.98,0.931,0.0289,0.00285
vol1,MA409,clean,60800.0,9.58,1.012,0.0422,0.0107
vol1,MA409,clean,101500.0,-4.39,-0.249,0.0264,0.00315
vol1,MA409,clean,101500.0,-2.61,-0.104,0.0184,0.0005999999999999998
vol1,MA409,clean,101500.0,-1.24,0.02,0.0144,0.0009500000000000003
vol1,MA409,clean,101500.0,0.31,0.17,0.0105,0.0029
vol1,MA409,clean,101500.0,1.81,0.413,0.0132,0.0018000000000000004
vol1,MA409,clean,101500.0,3.29,0.578,0.0138,0.00115
vol1,MA409,clean,101500.0,5.07,0.733,0.0144,0.0010499999999999997
vol1,MA409,clean,101500.0,6.42,0.843,0.0181,0.0014000000000000002
vol1,MA409,clean,101500.0,8.24,0.954,0.0289,0.004
vol1,MA409,clean,101500.0,9.45,1.013,0.0395,0.0053999999999999986
vol1,MA409,clean,201900.0,-4.4,-0.245,0.0176,0.0019500000000000003
vol1,MA409,clean,201900.0,-2.83,-0.115,0.0143,0.0008500000000000001
vol1,MA409,clean,201900.0,-1.45,0.038,0.0111,0.0015499999999999993
vol1,MA409,clean,201900.0,-0.03,0.223,0.0089,0.00115
vol1,MA409,clean,201900.0,1.72,0.411,0.0088,0.0013499999999999996
vol1,MA409,clean,201900.0,3.3,0.572,0.0096,0.0004000000000000002
vol1,MA409,clean,201900.0,4.71,0.703,0.0114,0.0009500000000000003
vol1,MA409,clean,201900.0,6.14,0.823,0.0151,0.0008500000000000001
vol1,MA409,clean,201900.0,7.58,0.925,0.0213,0.002
vol1,MA409,clean,201900.0,9.24,1.021,0.0343,0.0025000000000000022
vol1,MA409,clean,302500.0,-4.68,-0.273,0.0146,0.001299999999999999
vol1,MA409,clean,302500.0,-3.14,-0.137,0.0141,0.002899999999999999
vol1,MA409,clean,302500.0,-1.43,0.069,0.0085,0.001
vol1,MA409,clean,302500.0,-0.0,0.237,0.0078,0.0005500000000000001
vol1,MA409,clean,302500.0,1.61,0.403,0.0069,0.0005
vol1,MA409,clean,302500.0,3.49,0.589,0.0086,0.0002500000000000002
vol1,MA409,clean,302500.0,4.78,0.703,0.0105,0.0007500000000000007
vol1,MA409,clean,302500.0,6.21,0.824,0.0138,0.0008000000000000004
vol1,MA409,clean,302500.0,8.0,0.96,0.0214,0.002100000000000001
vol1,MA409,clean,302500.0,9.39,1.038,0.0321,0.0029
vol1,MA409,clean,305400.0,-6.09,-0.438,0.0695,0.0015999999999999973
vol1,MH45,clean,60900.0,-3.22,-0.187,0.0181,0.002
vol1,MH45,clean,60900.0,-1.62,0.015,0.0185,0.003250000000000001
vol1,MH45,clean,60900.0,-0.06,0.247,0.0216,0.00285
vol1,MH45,clean,60900.0,1.45,0.389,0.0283,0.0022499999999999985
vol1,MH45,clean,60900.0,2.98,0.534,0.0296,0.004749999999999999
vol1,MH45,clean,60900.0,4.5,0.654,0.0272,0.00715
vol1,MH45,clean,60900.0,6.05,0.794,0.0234,0.004149999999999999
vol1,MH45,clean,60900.0,7.58,0.916,0.0248,0.004150000000000001
vol1,MH45,clean,60900.0,9.09,1.018,0.0296,0.004399999999999999
vol1,MH45,clean,60900.0,10.64,1.105,0.0372,0.0076999999999999985
vol1,MH45,clean,61600.0,-6.2,-0.452,0.0327,0.009150000000000002
vol1,MH45,clean,61600.0,-4.66,-0.304,0.0209,0.0033500000000000005
vol1,MH45,clean,101100.0,-2.94,-0.149,0.0123,0.0029499999999999995
vol1,MH45,clean,101100.0,-1.4,0.079,0.0131,0.0029000000000000007
vol1,MH45,clean,101100.0,0.16,0.22,0.0165,0.002049999999999999
vol1,MH45,clean,101100.0,1.48,0.338,0.0187,0.0014999999999999996
vol1,MH45,clean,101100.0,3.34,0.513,0.017,0.0005999999999999998
vol1,MH45,clean,101100.0,4.69,0.648,0.0171,0.0007999999999999986
vol1,MH45,clean,101100.0,6.18,0.79,0.0191,0.0013999999999999985
vol1,MH45,clean,101100.0,7.64,0.916,0.023,0.0019500000000000003
vol1,MH45,clean,101100.0,9.28,1.037,0.0281,0.0014999999999999996
vol1,MH45,clean,101100.0,10.69,1.112,0.0364,0.0022000000000000006
vol1,MH45,clean,101100.0,12.36,1.121,0.043,0.00605
vol1,MH45,clean,102500.0,-6.11,-0.473,0.0265,0.0017999999999999995
vol1,MH45,clean,102500.0,-4.67,-0.341,0.0177,0.0013000000000000008
vol1,MH45,clean,201900.0,-3.0,-0.164,0.0122,0.0013999999999999993
vol1,MH45,clean,201900.0,-1.64,-0.047,0.0105,0.0013500000000000005
vol1,MH45,clean,201900.0,-0.04,0.148,0.0106,0.0004499999999999999
vol1,MH45,clean,201900.0,1.47,0.304,0.0109,0.00014999999999999996
vol1,MH45,clean,201900.0,3.22,0.492,0.0115,0.0004999999999999996
vol1,MH45,clean,201900.0,4.68,0.65,0.013,0.0007999999999999995
vol1,MH45,clean,201900.0,6.14,0.803,0.0151,0.0007499999999999998
vol1,MH45,clean,201900.0,7.73,0.948,0.018,0.0009500000000000012
vol1,MH45,clean,201900.0,9.27,1.066,0.0231,0.0005999999999999998
vol1,MH45,clean,201900.0,10.63,1.144,0.028,0.0008000000000000004
vol1,MH45,clean,201900.0,12.27,1.132,0.0416,0.0261
vol1,MH45,clean,204700.0,-4.63,-0.326,0.0149,0.0033999999999999994
vol1,MH45,clean,204200.0,-6.17,-0.493,0.0213,0.0017999999999999995
vol1,MH45,clean,302600.0,-2.92,-0.174,0.0113,0.0017499999999999998
vol1,MH45,clean,302600.0,-1.45,-0.03,0.0094,0.00185
vol1,MH45,clean,302600.0,0.14,0.162,0.0086,0.0007499999999999998
vol1,MH45,clean,302600.0,1.48,0.314,0.0085,0.00019999999999999966
vol1,MH45,clean,302600.0,3.03,0.488,0.0094,0.0002999999999999999
vol1,MH45,clean,302600.0,4.5,0.648,0.0106,0.0002999999999999999
vol1,MH45,clean,302600.0,6.28,0.836,0.0127,0.0006500000000000004
vol1,MH45,clean,302600.0,7.66,0.968,0.0154,0.0004499999999999999
vol1,MH45,clean,302600.0,9.36,1.112,0.0198,0.0009499999999999995
vol1,MH45,clean,302600.0,10.74,1.182,0.0247,0.0016499999999999987
vol1,MH45,clean,306500.0,-6.07,-0.487,0.0194,0.0025000000000000005
vol1,MH45,clean,306500.0,-4.5,-0.345,0.0146,0.0019500000000000003
vol1,NACA 6409,clean,61000.0,-2.8,-0.004,0.0623,0.013049999999999996
vol1,NACA 6409,clean,61000.0,-1.13,0.238,0.0373,0.003199999999999998
vol1,NACA 6409,clean,61000.0,0.26,0.452,0.0363,0.0009999999999999974
vol1,NACA 6409,clean,61000.0,2.09,0.65,0.0367,0.0022499999999999985
vol1,NACA 6409,clean,61000.0,3.33,0.774,0.0399,0.001749999999999998
vol1,NACA 6409,clean,61000.0,5.0,0.923,0.0468,0.006499999999999999
vol1,NACA 6409,clean,100700.0,-2.68,0.194,0.0378,0.0023999999999999994
vol1,NACA 6409,clean,100700.0,-1.0,0.433,0.0228,0.00405
vol1,NACA 6409,clean,100700.0,0.26,0.563,0.02,0.00435
vol1,NACA 6409,clean,100700.0,1.98,0.728,0.0188,0.0052
vol1,NACA 6409,clean,100700.0,3.34,0.861,0.0197,0.0023499999999999997
vol1,NACA 6409,clean,100700.0,5.09,1.017,0.0213,0.0023499999999999997
vol1,NACA 6409,clean,100700.0,6.47,1.145,0.0219,0.0023
vol1,NACA 6409,clean,100700.0,8.12,1.285,0.0227,0.002449999999999999
vol1,NACA 6409,clean,100700.0,9.73,1.41,0.0252,0.0019500000000000003
vol1,NACA 6409,clean,200600.0,-2.89,0.282,0.0186,0.004999999999999999
vol1,NACA 6409,clean,200600.0,-1.37,0.435,0.0143,0.0024999999999999996
vol1,NACA 6409,clean,200600.0,0.22,0.601,0.0136,0.002300000000000001
vol1,NACA 6409,clean,200600.0,1.67,0.745,0.0125,0.002
vol1,NACA 6409,clean,200600.0,3.34,0.908,0.0134,0.0015499999999999993
vol1,NACA 6409,clean,200600.0,4.97,1.07,0.0142,0.0015000000000000005
vol1,NACA 6409,clean,200600.0,6.97,1.258,0.016,0.0006000000000000007
vol1,NACA 6409,clean,200600.0,8.11,1.352,0.0174,0.0008500000000000001
vol1,NACA 6409,clean,200600.0,10.13,1.457,0.0211,0.0011999999999999997
vol1,NACA 6409,clean,200600.0,11.33,1.44,0.0277,0.0039000000000000007
vol1,NACA 64A010,clean,61600.0,-6.06,-0.555,0.023,0.0024999999999999988
vol1,NACA 64A010,clean,61600.0,-4.31,-0.43,0.0175,0.0075
vol1,NACA 64A010,clean,61600.0,-2.72,-0.322,0.0177,0.0001499999999999991
vol1,NACA 64A010,clean,61600.0,-1.17,-0.042,0.0191,0.0022000000000000006
vol1,NACA 64A010,clean,61600.0,0.32,0.03,0.0113,0.0052
vol1,NACA 64A010,clean,61600.0,1.84,0.142,0.0173,0.0020500000000000006
vol1,NACA 64A010,clean,61600.0,3.18,0.383,0.0162,0.0016500000000000004
vol1,NACA 64A010,clean,61600.0,4.69,0.515,0.0184,0.002149999999999999
vol1,NACA 64A010,clean,61600.0,6.51,0.648,0.027,0.004599999999999998
vol1,NACA 64A010,clean,61600.0,7.91,0.736,0.0405,0.009000000000000001
vol1,NACA 64A010,clean,101600.0,-6.29,-0.625,0.0244,0.0017499999999999998
vol1,NACA 64A010,clean,101600.0,-4.28,-0.496,0.0137,0.0005500000000000001
vol1,NACA 64A010,clean,101600.0,-2.72,-0.376,0.0133,0.0007499999999999998
vol1,NACA 64A010,clean,101600.0,-1.22,-0.216,0.0148,0.002100000000000001
vol1,NACA 64A010,clean,101600.0,0.12,-0.017,0.0099,0.0013500000000000005
vol1,NACA 64A010,clean,101600.0,1.7,0.216,0.0136,0.00145
vol1,NACA 64A010,clean,101600.0,3.37,0.383,0.0132,0.0005999999999999998
vol1,NACA 64A010,clean,101600.0,4.7,0.479,0.0154,0.0011000000000000003
vol1,NACA 64A010,clean,101600.0,6.4,0.599,0.0259,0.0008000000000000004
vol1,NACA 64A010,clean,101600.0,7.68,0.687,0.0387,0.0014999999999999979
vol1,NACA 64A010,clean,202900.0,-6.07,-0.585,0.0167,0.00045000000000000075
vol1,NACA 64A010,clean,202900.0,-4.39,-0.472,0.011,0.0005000000000000004
vol1,NACA 64A010,clean,202900.0,-2.73,-0.336,0.0097,0.0015999999999999999
vol1,NACA 64A010,clean,202900.0,-1.1,-0.149,0.0107,0.0007000000000000001
vol1,NACA 64A010,clean,202900.0,0.08,-0.001,0.011,0.0026
vol1,NACA 64A010,clean,202900.0,1.66,0.183,0.0104,0.0009000000000000006
vol1,NACA 64A010,clean,202900.0,3.43,0.396,0.0102,0.0004000000000000002
vol1,NACA 64A010,clean,202900.0,4.66,0.487,0.0138,0.0002500000000000002
vol1,NACA 64A010,clean,202900.0,6.09,0.598,0.0189,0.0008999999999999998
vol1,NACA 64A010,clean,202900.0,7.73,0.721,0.0341,0.00145
vol1,NACA 64A010,clean,304400.0,-6.25,-0.61,0.0156,0.0007999999999999995
vol1,NACA 64A010,clean,304400.0,-4.27,-0.464,0.0104,0.0002999999999999999
vol1,NACA 64A010,clean,304400.0,-2.54,-0.301,0.0087,0.0013000000000000004
