entry,Re,alpha,zCD_oof,dCL_oof
stec8|CLARK-Y,61300,5.28,0.00444,-0.09580
stec8|CLARK-Y,61300,6.29,0.00057,-0.10999
stec8|CLARK-Y,61300,7.32,0.00761,-0.13129
stec8|CLARK-Y,61300,8.33,0.00719,-0.14357
stec8|CLARK-Y,61300,9.34,0.00147,-0.14224
stec8|CLARK-Y,61300,10.35,-0.04177,-0.14246
stec8|CLARK-Y,61300,11.34,-0.03325,-0.14803
stec8|CLARK-Y,102600,-3.94,-0.06118,0.08528
stec8|CLARK-Y,102600,-2.92,-0.03071,0.06160
stec8|CLARK-Y,102600,-1.87,-0.02036,0.03236
stec8|CLARK-Y,102600,-0.85,0.04094,-0.03116
stec8|CLARK-Y,102600,0.17,0.04468,-0.05408
stec8|CLARK-Y,102600,1.2,0.05978,-0.07905
stec8|CLARK-Y,102600,2.21,0.07226,-0.09622
stec8|CLARK-Y,102600,3.25,0.09200,-0.10587
stec8|CLARK-Y,102600,4.25,0.08020,-0.10940
stec8|CLARK-Y,102600,5.28,0.08765,-0.11124
stec8|CLARK-Y,102600,6.29,0.08623,-0.11831
stec8|CLARK-Y,102600,7.32,0.08954,-0.11991
stec8|CLARK-Y,102600,8.34,0.07294,-0.12198
stec8|CLARK-Y,102600,9.36,0.07791,-0.12490
stec8|CLARK-Y,102600,10.36,0.07153,-0.12353
stec8|CLARK-Y,102600,11.35,0.12028,-0.12113
stec8|CLARK-Y,203800,-3.96,0.01870,0.03298
stec8|CLARK-Y,203800,-2.9,0.04097,-0.01030
stec8|CLARK-Y,203800,-1.91,0.06032,-0.03133
stec8|CLARK-Y,203800,-0.85,0.05742,-0.06061
stec8|CLARK-Y,203800,0.17,0.07084,-0.08264
stec8|CLARK-Y,203800,1.19,0.08023,-0.08776
stec8|CLARK-Y,203800,2.22,0.08748,-0.09693
stec8|CLARK-Y,203800,3.24,0.08981,-0.10351
stec8|CLARK-Y,203800,4.27,0.09499,-0.09977
stec8|CLARK-Y,203800,5.28,0.09510,-0.10079
stec8|CLARK-Y,203800,6.3,0.09510,-0.10149
stec8|CLARK-Y,203800,7.31,0.09737,-0.10782
stec8|CLARK-Y,203800,8.34,0.07814,-0.10596
stec8|CLARK-Y,203800,9.34,0.09918,-0.09638
stec8|CLARK-Y,203800,10.34,0.08843,-0.10969
stec8|CLARK-Y,203800,11.35,0.12970,-0.11236
stec8|CLARK-Y,301200,-4.93,0.06512,0.01367
stec8|CLARK-Y,301200,-3.91,0.07666,-0.00674
stec8|CLARK-Y,301200,-2.9,0.09701,-0.03144
stec8|CLARK-Y,301200,-1.87,0.09485,-0.04034
stec8|CLARK-Y,301200,-0.86,0.11030,-0.05716
stec8|CLARK-Y,301200,0.16,0.10585,-0.08065
stec8|CLARK-Y,301200,1.2,0.11551,-0.08186
stec8|CLARK-Y,301200,2.23,0.12620,-0.08776
stec8|CLARK-Y,301200,3.24,0.12852,-0.09480
stec8|CLARK-Y,301200,4.26,0.12706,-0.09228
stec8|CLARK-Y,301200,5.29,0.12569,-0.09082
stec8|DAE51,60400,-2.91,-0.22670,0.12950
stec8|DAE51,60400,-1.89,-0.20077,0.13087
stec8|DAE51,60400,-0.87,-0.11271,0.11633
stec8|DAE51,60400,0.18,-0.04440,0.06434
stec8|DAE51,60400,1.2,0.01924,0.04542
stec8|DAE51,60400,2.22,0.02573,0.01875
stec8|DAE51,60400,3.24,0.03577,-0.00166
stec8|DAE51,60400,4.25,0.03446,-0.03352
stec8|DAE51,60400,5.29,0.01993,-0.04913
stec8|DAE51,60400,6.28,0.01106,-0.08632
stec8|DAE51,60400,7.31,-0.00788,-0.09284
stec8|DAE51,60400,8.31,-0.02638,-0.08462
stec8|DAE51,101400,-2.9,-0.10364,0.04456
stec8|DAE51,101400,-1.87,0.00331,0.02656
stec8|DAE51,101400,-0.84,0.04252,0.00850
stec8|DAE51,101400,0.18,0.07154,-0.00888
stec8|DAE51,101400,1.22,0.08795,-0.01697
stec8|DAE51,101400,2.22,0.09918,-0.03169
stec8|DAE51,101400,3.25,0.10817,-0.05405
stec8|DAE51,101400,4.25,0.09972,-0.05948
stec8|DAE51,101400,5.29,0.09881,-0.08894
stec8|DAE51,101400,6.3,0.10037,-0.09520
stec8|DAE51,101400,7.33,0.07891,-0.09753
stec8|DAE51,101400,8.32,0.05743,-0.07892
stec8|DAE51,101400,9.33,0.01756,-0.07281
stec8|DAE51,101400,10.33,-0.00886,-0.08662
stec8|DAE51,153500,-2.87,-0.01150,0.02752
stec8|DAE51,153500,-1.84,0.03009,0.01162
stec8|DAE51,153500,-0.82,0.05053,-0.01303
stec8|DAE51,153500,0.2,0.06874,-0.02085
stec8|DAE51,153500,1.2,0.09296,-0.03768
stec8|DAE51,153500,2.23,0.10701,-0.04668
stec8|DAE51,153500,3.27,0.10473,-0.05999
stec8|DAE51,153500,4.28,0.10473,-0.06240
stec8|DAE51,153500,5.31,0.10359,-0.07309
stec8|DAE51,153500,6.31,0.10210,-0.08164
stec8|DAE51,153500,7.32,0.08527,-0.07640
stec8|DAE51,153500,8.34,0.06445,-0.06723
stec8|DAE51,153500,9.35,0.03886,-0.06275
stec8|DAE51,153500,10.33,0.02813,-0.06594
stec8|DAE51,153500,11.34,0.04066,-0.08232
stec8|DAE51,203200,-2.92,0.02842,-0.00377
stec8|DAE51,203200,-1.86,0.04265,-0.00079
stec8|DAE51,203200,-0.83,0.08029,-0.01980
stec8|DAE51,203200,0.17,0.09167,-0.04024
stec8|DAE51,203200,1.21,0.10706,-0.05056
stec8|DAE51,203200,2.23,0.11617,-0.05065
stec8|DAE51,203200,3.27,0.11430,-0.06011
stec8|DAE51,203200,4.26,0.11376,-0.06094
stec8|DAE51,203200,5.3,0.11474,-0.07321
stec8|DAE51,203200,6.31,0.11180,-0.08176
stec8|DAE51,203200,7.31,0.09577,-0.07455
stec8|DAE51,203200,8.33,0.05763,-0.06652
stec8|DAE51,203200,9.35,0.04875,-0.06264
stec8|DAE51,203200,10.33,0.05015,-0.06507
stec8|DAE51,203200,11.34,0.06088,-0.08480
stec8|DAE51,310400,-2.88,0.04681,-0.01314
stec8|DAE51,310400,-1.84,0.06066,-0.02160
stec8|DAE51,310400,-0.82,0.09445,-0.02249
stec8|DAE51,310400,0.17,0.10893,-0.03275
stec8|DAE51,310400,1.22,0.13008,-0.03806
stec8|DAE51,310400,2.22,0.13263,-0.03770
stec8|DAE51,310400,3.26,0.14274,-0.04470
stec8|DAE51,310400,4.24,0.14220,-0.04551
stec8|DAE51,310400,5.18,0.14927,-0.05576
stec8|DAE51,310400,6.28,0.12643,-0.06049
stec8|DAE51,310400,7.31,0.10389,-0.05458
stec8|DAE51,310400,8.33,0.07400,-0.05273
stec8|DAE51,310400,9.34,0.07660,-0.05305
stec8|DAE51,310400,10.34,0.04700,-0.05145
stec8|DF101,58100,-4.99,-0.25019,0.11968
stec8|DF101,58100,-3.97,-0.23197,0.12024
stec8|DF101,58100,-2.95,-0.18011,0.11231
stec8|DF101,58100,-1.92,-0.17866,0.10752
stec8|DF101,58100,-0.89,-0.17108,0.08719
stec8|DF101,58100,0.14,-0.16627,0.07720
stec8|DF101,58100,1.17,-0.08017,0.06850
stec8|DF101,58100,2.2,-0.04216,0.01175
stec8|DF101,58100,3.21,-0.03630,-0.03128
stec8|DF101,58100,4.23,-0.02754,-0.09151
stec8|DF101,58100,5.24,-0.02304,-0.09680
stec8|DF101,58100,6.26,-0.02320,-0.09550
stec8|DF101,58100,7.28,-0.02200,-0.10711
stec8|DF101,58100,8.29,-0.02750,-0.11082
stec8|DF101,58100,9.31,-0.02681,-0.11734
stec8|DF101,58100,10.31,-0.12927,-0.10425
stec8|DF101,101700,-6.0,-0.20305,0.09709
stec8|DF101,101700,-4.97,-0.17116,0.09875
stec8|DF101,101700,-3.97,-0.17183,0.08455
stec8|DF101,101700,-2.95,-0.14874,0.07339
stec8|DF101,101700,-1.91,-0.11137,0.04197
stec8|DF101,101700,-0.87,-0.05726,-0.01372
stec8|DF101,101700,0.16,-0.01562,-0.05157
stec8|DF101,101700,1.17,0.00061,-0.05632
stec8|DF101,101700,2.19,0.01772,-0.07960
stec8|DF101,101700,3.21,0.03200,-0.09125
stec8|DF101,101700,4.24,0.03737,-0.09602
stec8|DF101,101700,5.25,0.03516,-0.10095
stec8|DF101,101700,6.26,0.03638,-0.10039
stec8|DF101,101700,7.28,0.03190,-0.10107
stec8|DF101,101700,8.3,0.02323,-0.10844
stec8|DF101,101700,9.32,0.02860,-0.11704
stec8|DF101,101700,10.33,0.01254,-0.10929
stec8|DF101,101700,11.33,0.05444,-0.12864
stec8|DF101,153700,-5.99,-0.19977,0.10560
stec8|DF101,153700,-4.97,-0.16796,0.09623
stec8|DF101,153700,-3.95,-0.14541,0.05180
stec8|DF101,153700,-2.93,-0.09809,0.03917
stec8|DF101,153700,-1.9,-0.08092,0.01553
stec8|DF101,153700,-0.87,-0.01205,-0.02572
stec8|DF101,153700,0.16,-0.00301,-0.05394
stec8|DF101,153700,1.17,0.02145,-0.06827
stec8|DF101,153700,2.19,0.03751,-0.08377
stec8|DF101,153700,3.22,0.04374,-0.08809
stec8|DF101,153700,4.23,0.04841,-0.09076
stec8|DF101,153700,5.26,0.04722,-0.09427
stec8|DF101,153700,6.27,0.04599,-0.09111
stec8|DF101,153700,7.29,0.04547,-0.09318
stec8|DF101,153700,8.31,0.04069,-0.10000
stec8|DF101,153700,9.32,0.07190,-0.10714
stec8|DF101,153700,10.33,0.03543,-0.10233
stec8|DF101,153700,11.34,0.12930,-0.10822
stec8|DF101,201400,-5.99,-0.13744,0.08796
stec8|DF101,201400,-4.97,-0.13247,0.05844
stec8|DF101,201400,-3.93,-0.09758,0.03218
stec8|DF101,201400,-2.92,-0.06208,0.01017
stec8|DF101,201400,-1.89,-0.03465,-0.00545
stec8|DF101,201400,-0.88,-0.01086,-0.04030
stec8|DF101,201400,0.15,0.00196,-0.07023
stec8|DF101,201400,1.18,0.04016,-0.08497
stec8|DF101,201400,2.2,0.04751,-0.08582
stec8|DF101,201400,3.22,0.05367,-0.08891
stec8|DF101,201400,4.24,0.05802,-0.08625
stec8|DF101,201400,5.25,0.05461,-0.08906
stec8|DF101,201400,6.26,0.05531,-0.08558
stec8|DF101,201400,7.29,0.04973,-0.08778
stec8|DF101,201400,8.3,0.05121,-0.09179
stec8|DF101,201400,9.32,0.05642,-0.09628
stec8|DF101,201400,10.33,0.04992,-0.09339
stec8|DF101,201400,11.34,0.15310,-0.10446
stec8|DF101,305500,-6.0,-0.06867,0.05353
stec8|DF101,305500,-4.96,-0.09396,0.02262
stec8|DF101,305500,-3.94,-0.04080,-0.00206
stec8|DF101,305500,-2.93,-0.00349,-0.00597
stec8|DF101,305500,-1.9,-0.00023,-0.02264
stec8|DF101,305500,-0.88,0.01665,-0.03729
stec8|DF101,305500,0.14,0.02381,-0.06703
stec8|DF101,305500,1.17,0.04083,-0.07165
stec8|DF101,305500,2.19,0.06207,-0.07567
stec8|DF101,305500,3.21,0.06932,-0.07904
stec8|DF101,305500,4.24,0.07177,-0.08049
stec8|DF101,305500,5.25,0.07996,-0.08330
stec8|DF101,305500,6.26,0.06938,-0.07979
stec8|DF101,305500,7.29,0.06483,-0.08272
stec8|DF101,305500,8.31,0.06759,-0.08770
stec8|DF101,305500,9.31,0.07771,-0.08977
stec8|DF101,305500,10.34,0.07076,-0.08931
stec8|DF102,59100,-3.98,-0.21159,0.10265
stec8|DF102,59100,-2.96,-0.15438,0.09925
stec8|DF102,59100,-1.93,-0.15292,0.09524
stec8|DF102,59100,-0.93,-0.14535,0.07508
stec8|DF102,59100,0.12,-0.14053,0.06974
stec8|DF102,59100,1.15,-0.06740,0.05662
stec8|DF102,59100,2.18,-0.01853,0.00242
stec8|DF102,59100,3.19,-0.01056,-0.08011
stec8|DF102,59100,4.22,0.00504,-0.09827
stec8|DF102,59100,5.23,0.00299,-0.10421
stec8|DF102,59100,6.25,-0.00169,-0.10452
stec8|DF102,59100,7.27,0.00031,-0.11664
stec8|DF102,59100,8.28,-0.00114,-0.10599
stec8|DF102,59100,9.27,0.01582,-0.11081
stec8|DF102,59100,10.25,0.04304,-0.10973
stec8|DF102,100200,-3.97,-0.18786,0.08690
stec8|DF102,100200,-2.95,-0.14620,0.07417
stec8|DF102,100200,-1.92,-0.12133,0.04880
stec8|DF102,100200,-0.89,-0.05894,-0.00413
stec8|DF102,100200,0.13,-0.01566,-0.04321
stec8|DF102,100200,1.16,-0.00030,-0.05396
stec8|DF102,100200,2.18,0.01990,-0.08079
stec8|DF102,100200,3.2,0.03435,-0.09100
stec8|DF102,100200,4.23,0.03746,-0.09198
stec8|DF102,100200,5.22,0.02851,-0.09446
stec8|DF102,100200,6.26,0.02337,-0.08992
stec8|DF102,100200,7.26,0.03023,-0.09273
stec8|DF102,100200,8.28,0.04009,-0.10141
stec8|DF102,100200,9.29,0.04031,-0.10503
stec8|DF102,100200,10.32,0.04444,-0.10725
stec8|DF102,100200,11.31,0.09403,-0.13052
stec8|DF102,149100,-3.95,-0.16515,0.05803
stec8|DF102,149100,-2.43,-0.09653,0.02514
stec8|DF102,149100,-0.89,-0.01762,-0.02415
stec8|DF102,149100,0.65,-0.00383,-0.06700
stec8|DF102,149100,2.17,0.02552,-0.08396
stec8|DF102,149100,3.7,0.03654,-0.08880
stec8|DF102,149100,5.24,0.03277,-0.09153
stec8|DF102,149100,6.76,0.03133,-0.08625
stec8|DF102,149100,8.29,0.04633,-0.09995
stec8|DF102,149100,9.81,0.02996,-0.09605
stec8|DF102,149100,11.32,0.13950,-0.12489
stec8|DF102,200900,-3.97,-0.12527,0.03753
stec8|DF102,200900,-2.96,-0.06331,0.01257
stec8|DF102,200900,-1.93,-0.03052,0.00095
stec8|DF102,200900,-0.91,-0.01256,-0.02552
stec8|DF102,200900,0.13,-0.00029,-0.06232
stec8|DF102,200900,1.16,0.03791,-0.07707
stec8|DF102,200900,2.17,0.04651,-0.08003
stec8|DF102,200900,3.19,0.05201,-0.07831
stec8|DF102,200900,4.22,0.05355,-0.07948
stec8|DF102,200900,5.23,0.04557,-0.07992
stec8|DF102,200900,6.26,0.04890,-0.07886
stec8|DF102,200900,7.27,0.05082,-0.07781
stec8|DF102,200900,8.28,0.04704,-0.08283
stec8|DF102,200900,9.31,0.05059,-0.08884
stec8|DF102,200900,10.32,0.06088,-0.09506
stec8|DF102,200900,11.34,0.17229,-0.11135
stec8|DF102,300900,-4.03,-0.06740,0.00215
stec8|DF102,300900,-2.97,-0.01739,-0.00783
stec8|DF102,300900,-1.93,0.00795,-0.01910
stec8|DF102,300900,-0.91,0.01397,-0.03198
stec8|DF102,300900,0.12,0.01455,-0.06652
stec8|DF102,300900,1.12,0.04337,-0.07383
stec8|DF102,300900,2.16,0.06014,-0.07786
stec8|DF102,300900,3.18,0.06760,-0.07704
stec8|DF102,300900,4.21,0.05956,-0.07608
stec8|DF102,300900,5.24,0.05329,-0.07864
stec8|DF102,300900,6.24,0.05554,-0.07788
stec8|DF102,300900,7.27,0.05428,-0.07980
stec8|DF102,300900,8.28,0.05356,-0.08543
stec8|DF102,300900,9.31,0.05856,-0.08919
stec8|DF102,300900,10.31,0.08099,-0.09475
stec8|DF102,300900,11.34,0.19215,-0.11262
stec8|E193,60200,-3.95,-0.26618,0.18690
stec8|E193,60200,-2.93,-0.22845,0.16936
stec8|E193,60200,-1.9,-0.13804,0.13519
stec8|E193,60200,-0.87,-0.03237,0.09267
stec8|E193,60200,0.16,-0.01818,0.05819
stec8|E193,60200,1.19,-0.00305,0.05106
stec8|E193,60200,2.2,0.00217,0.03747
stec8|E193,60200,3.21,0.03889,0.01304
stec8|E193,60200,4.23,0.06875,-0.03127
stec8|E193,60200,5.25,0.09245,-0.04697
stec8|E193,60200,6.29,-0.00241,-0.04541
stec8|E193,60200,7.3,-0.00830,-0.06210
stec8|E193,60200,8.33,-0.05243,-0.07558
stec8|E193,60200,9.33,-0.09086,-0.04789
stec8|E193,60200,10.34,-0.23338,-0.04059
stec8|E193,60200,11.33,-0.13177,-0.05406
stec8|E193,97500,-3.95,-0.16738,0.11282
stec8|E193,97500,-2.91,-0.08084,0.07859
stec8|E193,97500,-1.88,-0.00306,0.04569
stec8|E193,97500,-0.87,0.01311,0.02108
stec8|E193,97500,0.14,0.01860,0.00490
stec8|E193,97500,1.19,0.02640,-0.01598
stec8|E193,97500,2.2,0.04114,-0.01976
stec8|E193,97500,3.21,0.04879,-0.01232
stec8|E193,97500,4.23,0.04856,-0.02689
stec8|E193,97500,5.26,0.05281,-0.02633
stec8|E193,97500,6.28,0.05029,-0.05019
stec8|E193,97500,7.3,0.05035,-0.06301
stec8|E193,97500,8.33,0.02883,-0.04995
stec8|E193,97500,9.32,-0.01737,-0.04798
stec8|E193,97500,10.34,-0.07413,-0.04451
stec8|E193,97500,11.34,0.05883,-0.06638
stec8|E193,204200,-3.94,-0.06574,0.03127
stec8|E193,204200,-2.95,-0.02226,0.00905
stec8|E193,204200,-1.89,0.02282,0.01633
stec8|E193,204200,-0.88,0.02779,-0.01666
stec8|E193,204200,0.15,0.04434,-0.02027
stec8|E193,204200,1.18,0.06282,-0.02780
stec8|E193,204200,2.19,0.07644,-0.03022
stec8|E193,204200,3.22,0.08015,-0.02507
stec8|E193,204200,4.24,0.08093,-0.03737
stec8|E193,204200,5.26,0.08215,-0.03114
stec8|E193,204200,6.28,0.08280,-0.04485
stec8|E193,204200,7.31,0.08959,-0.04427
stec8|E193,204200,8.31,0.06068,-0.03500
stec8|E193,204200,9.31,0.04769,-0.03100
stec8|E193,204200,10.33,0.04176,-0.02676
stec8|E193,204200,11.34,0.06164,-0.04010
stec8|E193,303100,-2.92,0.00042,0.02706
stec8|E193,303100,-1.89,0.04254,0.01109
stec8|E193,303100,-0.88,0.04608,-0.00078
stec8|E193,303100,0.15,0.04491,-0.01474
stec8|E193,303100,1.16,0.07867,-0.01861
stec8|E193,303100,2.19,0.08860,-0.01814
stec8|E193,303100,3.2,0.10323,-0.02142
stec8|E193,303100,4.24,0.10148,-0.02944
stec8|E193,303100,5.25,0.10667,-0.02421
stec8|E205A,59800,-3.96,-0.30955,0.18050
stec8|E205A,59800,-2.92,-0.25308,0.14890
stec8|E205A,59800,-1.9,-0.09818,0.08251
stec8|E205A,59800,-0.85,0.01294,0.03304
stec8|E205A,59800,0.16,0.02099,0.00673
stec8|E205A,59800,1.17,0.01643,-0.00402
stec8|E205A,59800,2.18,0.03473,-0.00493
stec8|E205A,59800,3.21,0.01805,-0.01192
stec8|E205A,59800,4.22,0.02060,-0.01815
stec8|E205A,59800,5.24,0.01390,-0.03464
stec8|E205A,59800,6.25,0.01187,-0.04595
stec8|E205A,59800,7.28,0.01354,-0.05597
stec8|E205A,59800,8.29,0.02238,-0.06163
stec8|E205A,59800,9.31,-0.04793,-0.07304
stec8|E205A,59800,10.32,-0.08260,-0.07473
stec8|E205A,59800,11.32,-0.00911,-0.07626
stec8|E205A,99500,-3.93,-0.20158,0.11619
stec8|E205A,99500,-2.92,-0.11077,0.07987
stec8|E205A,99500,-1.88,0.01290,0.03332
stec8|E205A,99500,-0.86,0.04086,0.00753
stec8|E205A,99500,0.16,0.04904,-0.01380
stec8|E205A,99500,1.18,0.05655,-0.01987
stec8|E205A,99500,2.2,0.07550,-0.02492
stec8|E205A,99500,3.21,0.08062,-0.02890
stec8|E205A,99500,4.23,0.08372,-0.03591
stec8|E205A,99500,5.25,0.08310,-0.03889
stec8|E205A,99500,6.27,0.08153,-0.04682
stec8|E205A,99500,7.29,0.08465,-0.06075
stec8|E205A,99500,8.32,0.08356,-0.07732
stec8|E205A,99500,9.32,0.06706,-0.06875
stec8|E205A,99500,10.33,0.04599,-0.07133
stec8|E205A,99500,11.32,0.19044,-0.08507
stec8|E205A,150600,-1.9,0.00983,0.02265
stec8|E205A,150600,-0.86,0.04066,-0.01100
stec8|E205A,150600,0.15,0.04580,-0.02523
stec8|E205A,150600,1.16,0.05026,-0.03051
stec8|E205A,150600,3.22,0.08272,-0.03599
stec8|E205A,150600,5.25,0.08725,-0.04132
stec8|E205A,150600,7.3,0.08502,-0.06279
stec8|E205A,150600,8.31,0.08689,-0.07387
stec8|E205A,150600,9.33,0.06981,-0.07330
stec8|E205A,150600,10.33,0.07905,-0.07567
stec8|E205A,150600,11.32,0.21037,-0.09269
stec8|E205A,202100,-4.98,-0.15752,0.06614
stec8|E205A,202100,-3.94,-0.08502,0.02604
stec8|E205A,202100,-2.92,-0.06455,0.00781
stec8|E205A,202100,-1.89,0.03812,0.00908
stec8|E205A,202100,-0.9,0.05869,-0.02720
stec8|E205A,202100,0.15,0.06045,-0.03599
stec8|E205A,202100,1.16,0.05805,-0.04063
stec8|E205A,202100,2.19,0.08366,-0.03978
stec8|E205A,202100,3.2,0.09411,-0.04540
stec8|E205A,202100,4.24,0.09798,-0.05249
stec8|E205A,202100,5.26,0.09798,-0.05181
stec8|E205A,202100,6.27,0.09798,-0.05895
stec8|E205A,202100,7.3,0.09930,-0.06896
stec8|E205A,202100,8.3,0.10054,-0.07308
stec8|E205A,202100,9.31,0.09926,-0.07774
stec8|E205A,202100,10.32,0.11963,-0.08073
stec8|E205A,202100,11.34,0.27207,-0.08596
stec8|E205A,301800,-1.92,0.04464,0.00193
stec8|E205A,301800,-0.88,0.06202,-0.01384
stec8|E205A,301800,0.14,0.06999,-0.02921
stec8|E205A,301800,1.16,0.07293,-0.03149
stec8|E205A,301800,2.19,0.09225,-0.03258
stec8|E205A,301800,3.21,0.10573,-0.03706
stec8|E205A,301800,4.22,0.11658,-0.04249
stec8|E205A,301800,5.25,0.11229,-0.04294
stec8|E205A,301800,6.27,0.11221,-0.05007
stec8|E205A,301800,7.28,0.11518,-0.05699
stec8|E205A,301800,8.31,0.10996,-0.06129
stec8|E205B,63600,-4.94,-0.30030,0.11111
stec8|E205B,63600,-3.94,-0.28808,0.10609
stec8|E205B,63600,-2.92,-0.22775,0.06344
stec8|E205B,63600,-1.88,-0.10708,0.00435
stec8|E205B,63600,-0.84,-0.05653,-0.03444
stec8|E205B,63600,0.16,-0.04527,-0.06119
stec8|E205B,63600,1.18,-0.03951,-0.05510
stec8|E205B,63600,2.21,-0.03694,-0.06720
stec8|E205B,63600,3.22,-0.03726,-0.07807
stec8|E205B,63600,4.24,-0.03503,-0.08300
stec8|E205B,63600,5.26,-0.03789,-0.09707
stec8|E205B,63600,6.28,-0.04029,-0.09969
stec8|E205B,63600,7.29,-0.03957,-0.12791
stec8|E205B,63600,8.32,-0.01222,-0.14455
stec8|E205B,63600,9.32,-0.06199,-0.11918
stec8|E205B,63600,10.33,-0.14732,-0.12632
stec8|E205B,105200,-5.99,-0.47481,0.08429
stec8|E205B,105200,-4.95,-0.24242,0.06302
stec8|E205B,105200,-3.91,-0.14332,0.01748
stec8|E205B,105200,-2.89,-0.09418,0.00029
stec8|E205B,105200,-1.87,-0.00481,-0.04787
stec8|E205B,105200,-0.85,0.00399,-0.07808
stec8|E205B,105200,0.17,0.01510,-0.09054
stec8|E205B,105200,1.19,0.02516,-0.09250
stec8|E205B,105200,2.22,0.03110,-0.09546
stec8|E205B,105200,3.23,0.03883,-0.09836
stec8|E205B,105200,4.25,0.04096,-0.10599
stec8|E205B,105200,5.28,0.04218,-0.10422
stec8|E205B,105200,6.28,0.04218,-0.11059
stec8|E205B,105200,7.31,0.04159,-0.12500
stec8|E205B,105200,8.31,0.04501,-0.12542
stec8|E205B,105200,9.31,0.01893,-0.11915
stec8|E205B,151100,-6.0,-0.35392,0.07775
stec8|E205B,151100,-4.94,-0.19267,0.04101
stec8|E205B,151100,-3.92,-0.09148,0.00458
stec8|E205B,151100,-2.89,-0.07555,-0.02346
