airfoil,Re,alpha,xfoil_converged,CL_xfoil,CD_xfoil,CL_nf,CD_nf,CD_spread5_counts
du-80-176-v1,200000.0,10.0,1,1.2361,0.02172,1.3194842021045732,0.022026540577734358,31.16707837212674
usa34,5000000.0,-2.0,1,0.3915,0.00718,0.4027496338308112,0.006723255397297362,1.4092410638980295
usa34,5000000.0,0.0,1,0.571,0.00741,0.5894385381533833,0.006828681062837674,3.8326861452867447
usa34,5000000.0,2.0,1,0.7495,0.00775,0.7734938422964744,0.0071683453901212725,11.134648184991224
usa34,5000000.0,6.0,1,1.1805,0.00987,1.1846002809742167,0.009916489236832153,18.964350066982895
usa34,5000000.0,10.0,1,1.5468,0.02034,1.469346964069675,0.025264423333551302,77.7756779868715
naca2421,1000000.0,-2.0,1,0.025,0.00843,0.025136111473139655,0.008437936340723078,0.5926111527178313
naca2421,1000000.0,0.0,1,0.2386,0.00815,0.24035750432958816,0.008192332470225364,1.1215832382648234
naca2421,1000000.0,2.0,1,0.4529,0.0082,0.45506516500336225,0.0081712088872376,1.4937527971261786
naca2421,1000000.0,6.0,1,0.8483,0.00964,0.8474631055121218,0.009715501215621038,4.736230418912104
naca2421,1000000.0,10.0,1,1.1986,0.01497,1.2175780503500053,0.015065529785131895,8.305823789648402
naca2421,200000.0,-2.0,1,0.026,0.01401,0.027704774478138385,0.014180323303828074,12.528994870443563
naca2421,200000.0,0.0,1,0.2317,0.01369,0.2349708927538833,0.013779794187263413,11.335789417532862
naca2421,200000.0,2.0,1,0.4341,0.01418,0.4396127032632788,0.014308876688476517,10.19083077956057
naca2421,200000.0,6.0,1,1.0062,0.01806,0.994907208539456,0.017710793301822424,8.821711918579542
naca2421,200000.0,10.0,1,1.1453,0.02276,1.156677068789428,0.022683843852654817,34.75362196305731
e682,200000.0,-2.0,0,,,0.058762071708439056,0.02503019011791845,95.12209583153508
e682,200000.0,0.0,1,0.4881,0.02399,0.3817387019913471,0.025739666073833427,99.31666610064958
e682,200000.0,2.0,1,0.7247,0.02295,0.6583664908520357,0.02429560716130613,76.62978452388451
e682,200000.0,6.0,1,1.115,0.01688,1.0731057541475018,0.017514132767963597,27.128177993099595
e682,200000.0,10.0,1,1.0703,0.02152,1.0926839002895716,0.021793496759982513,37.86816805515656
drgnfly,1000000.0,-2.0,1,0.3599,0.01088,0.35921298190617656,0.010338072380660262,10.68760810832528
drgnfly,1000000.0,0.0,1,0.5483,0.00873,0.5593398671298275,0.008230227822640521,5.117022760441182
drgnfly,1000000.0,2.0,1,0.8482,0.00852,0.8258804012269445,0.00825623680646444,8.974677006637048
drgnfly,1000000.0,6.0,1,1.3572,0.00978,1.2751538883175264,0.009768292639841823,5.569173480515534
drgnfly,1000000.0,10.0,1,1.6686,0.0117,1.6773750332416766,0.011360031986488925,70.55796109373259
naca2421,5000000.0,-2.0,1,0.0248,0.00649,0.026665063541273015,0.0065649841315711666,1.9369900762002643
naca2421,5000000.0,0.0,1,0.2549,0.00649,0.2562354225344804,0.006427288559304629,0.293342360811813
naca2421,5000000.0,2.0,1,0.4796,0.00657,0.48309677090762065,0.006592556734369079,0.48563394681793925
naca2421,5000000.0,6.0,1,0.9083,0.00796,0.9131599180202118,0.007824566731332043,3.9873691640636073
naca2421,5000000.0,10.0,1,1.2629,0.01091,1.2648352203296058,0.011239766298578566,5.706271730675505
drgnfly,5000000.0,-2.0,1,0.3686,0.00679,0.36617727957509977,0.006820022650202263,1.2293841649545396
drgnfly,5000000.0,0.0,1,0.5901,0.0065,0.5920786708128893,0.006239435176210117,3.956440537577037
drgnfly,5000000.0,2.0,1,0.7905,0.00514,0.8092356604252273,0.005211225433989642,4.581301151929014
drgnfly,5000000.0,6.0,1,1.2951,0.00538,1.312283989427353,0.0057039195396669466,6.200920395452829
drgnfly,5000000.0,10.0,1,1.6268,0.01001,1.7303222073592028,0.0073025519481650526,86.94506318634011
mh95,1000000.0,-2.0,1,0.0214,0.00539,0.025641580843342837,0.005513609873545873,10.01074580703913
mh95,1000000.0,0.0,0,,,0.22857561174663085,0.005870094396133383,4.089065451036103
mh95,1000000.0,2.0,1,0.4112,0.00702,0.4173627769156749,0.007057551405213371,1.107392991206435
mh95,1000000.0,6.0,1,0.7661,0.01003,0.7867763654296362,0.010524830153786045,7.043671331219501
mh95,1000000.0,10.0,1,1.0578,0.01463,1.1143371664131747,0.014618504957359972,8.575411313481528
goe592,1000000.0,-2.0,1,0.5738,0.00907,0.5851433743294098,0.008686333552120932,2.971834624767664
goe592,1000000.0,0.0,1,0.7791,0.00881,0.8001576433452259,0.008582644347762017,1.1090839574236406
goe592,1000000.0,2.0,1,0.97,0.00885,1.0045272708892818,0.008700607425281032,3.850738069707555
goe592,1000000.0,6.0,0,,,1.374003296882373,0.009974322183570538,11.256111230260272
goe592,1000000.0,10.0,1,1.5633,0.01869,1.6392610574713606,0.018101880026963026,22.991862316019095
goe289,5000000.0,-2.0,1,0.42,0.00702,0.42817912195295005,0.006799321495208539,3.199105069416376
goe289,5000000.0,0.0,1,0.6254,0.00675,0.6455609110325677,0.006674707001899713,2.811989223622715
goe289,5000000.0,2.0,1,0.8209,0.00672,0.8556069752454559,0.0067875095466833945,4.8889824679717275
goe289,5000000.0,6.0,0,,,1.3138186738540156,0.007149918538087141,5.348891379604583
goe289,5000000.0,10.0,1,1.6057,0.01119,1.6569183045695428,0.009855659112964769,15.514132337122126
goe289,1000000.0,-2.0,1,0.3957,0.00904,0.41234436576645067,0.008880083111455958,4.559645756943131
goe289,1000000.0,0.0,1,0.5876,0.00876,0.6150790366526215,0.008760106457797042,6.491487554437028
goe289,1000000.0,2.0,1,0.765,0.00882,0.8111482522631106,0.008330366850413832,4.00037515606088
goe289,1000000.0,6.0,0,,,1.2232926421487234,0.010499102328965865,15.17480108622354
goe289,1000000.0,10.0,1,1.5046,0.01565,1.545585195409543,0.014697976886884227,13.81119460504442
drgnfly,200000.0,-2.0,1,0.0263,0.04265,0.24278153249396162,0.02962824591096256,94.9341942562653
drgnfly,200000.0,0.0,0,,,0.36542056634529274,0.03779635700949685,229.14407612228993
drgnfly,200000.0,2.0,0,,,0.39485915626146406,0.0557114115549267,361.9049658399046
drgnfly,200000.0,6.0,0,,,0.5112291454429452,0.08543035918826448,512.4222462062971
drgnfly,200000.0,10.0,1,0.7145,0.09514,0.7724186093799283,0.10661607551766195,642.6084764223816
m26,1000000.0,-2.0,0,,,0.22800551252372842,0.0367761894198723,33.839303672951665
m26,1000000.0,0.0,0,,,0.46913862417790303,0.01995131660167369,104.14601819536514
m26,1000000.0,2.0,0,,,0.6884894436561732,0.009810392737354259,3.191133631430688
m26,1000000.0,6.0,0,,,1.1859206186034277,0.008838890833357529,6.797009349208995
m26,1000000.0,10.0,0,,,1.421665047521089,0.027161829048605746,96.70665494631689
