source,airfoil,config,geom_kind,Re,alpha,CL_meas,CD_meas,u_cd_span,CL_xxsmall,CL_xsmall,CL_small,CL_medium,CL_large,CL_xlarge,CL_xxlarge,CL_xxxlarge,CD_xxsmall,CD_xsmall,CD_small,CD_medium,CD_large,CD_xlarge,CD_xxlarge,CD_xxxlarge,conf_xlarge,tc
stec8,AQUILA,clean,profiler,59400.0,-1.86,0.261,0.0238,,0.00628,-0.00104,0.00444,-0.00391,-0.01098,0.00931,0.01329,0.03020,0.030482,0.032272,0.033563,0.035184,0.035721,0.035147,0.035422,0.034667,0.8030,0.0940
stec8,AQUILA,clean,profiler,59400.0,-0.83,0.352,0.0224,,0.16642,0.16365,0.17070,0.20435,0.22101,0.20970,0.21022,0.21591,0.024098,0.027684,0.028556,0.029409,0.030773,0.030107,0.029499,0.028811,0.9486,0.0940
stec8,AQUILA,clean,profiler,59400.0,0.18,0.445,0.0213,,0.32426,0.33712,0.35372,0.37154,0.36388,0.37159,0.38192,0.38599,0.022188,0.024127,0.024513,0.024413,0.025730,0.025912,0.025311,0.023903,0.9552,0.0940
stec8,AQUILA,clean,profiler,59400.0,1.2,0.525,0.0224,,0.47020,0.49918,0.51237,0.51051,0.50286,0.51264,0.51433,0.50652,0.022957,0.023135,0.023979,0.024254,0.024757,0.024789,0.024886,0.025271,0.9610,0.0940
stec8,AQUILA,clean,profiler,59400.0,2.23,0.607,0.0298,,0.60176,0.63066,0.63756,0.63217,0.61765,0.62426,0.61846,0.61500,0.024961,0.025298,0.025648,0.025624,0.026340,0.026686,0.026190,0.026917,0.9691,0.0940
stec8,AQUILA,clean,profiler,59400.0,3.23,0.686,0.0291,,0.71691,0.74522,0.74265,0.74314,0.72230,0.72213,0.71651,0.71494,0.027227,0.027823,0.027926,0.027124,0.027840,0.028427,0.027809,0.028345,0.9697,0.0940
stec8,AQUILA,clean,profiler,59400.0,4.26,0.764,0.0354,,0.82415,0.85346,0.84351,0.84572,0.82576,0.81917,0.81636,0.81534,0.029594,0.030450,0.030449,0.028853,0.029459,0.030129,0.029533,0.030006,0.9700,0.0940
stec8,AQUILA,clean,profiler,59400.0,5.27,0.839,0.0358,,0.91802,0.94976,0.93725,0.93833,0.92507,0.91471,0.91150,0.91220,0.031929,0.032873,0.033083,0.031034,0.031286,0.031742,0.031401,0.032093,0.9718,0.0940
stec8,AQUILA,clean,profiler,59400.0,6.28,0.911,0.0404,,0.99924,1.03475,1.02780,1.02467,1.02307,1.01247,1.00532,1.00882,0.034377,0.035240,0.035907,0.033719,0.033379,0.033368,0.033576,0.034160,0.9756,0.0940
stec8,AQUILA,clean,profiler,59400.0,7.3,0.989,0.0373,,1.06534,1.10613,1.11794,1.10363,1.11940,1.11179,1.10026,1.10364,0.037321,0.038017,0.038640,0.036697,0.035703,0.035232,0.035628,0.035994,0.9800,0.0940
stec8,AQUILA,clean,profiler,59400.0,8.33,1.061,0.0383,,1.11072,1.16076,1.20412,1.17308,1.20898,1.20568,1.19329,1.19840,0.041648,0.041670,0.040786,0.039648,0.038329,0.037396,0.037702,0.037611,0.9817,0.0940
stec8,AQUILA,clean,profiler,59400.0,9.34,1.12,0.0422,,1.12821,1.19875,1.27166,1.22977,1.28555,1.28771,1.28033,1.28049,0.048646,0.046300,0.042997,0.042536,0.041159,0.039687,0.039674,0.038956,0.9791,0.0940
stec8,AQUILA,clean,profiler,59400.0,10.34,1.148,0.0507,,1.11430,1.22352,1.30415,1.27274,1.35083,1.35244,1.35544,1.34984,0.060143,0.052350,0.047701,0.046345,0.043762,0.042459,0.041156,0.040500,0.9707,0.0940
stec8,AQUILA,clean,profiler,101100.0,-1.86,0.251,0.0196,,0.14243,0.19215,0.16196,0.21008,0.20258,0.20373,0.19913,0.19744,0.024263,0.024522,0.022641,0.023941,0.023656,0.023011,0.023572,0.023145,0.7424,0.0940
stec8,AQUILA,clean,profiler,101100.0,-0.84,0.34,0.0179,,0.26996,0.32723,0.30154,0.33720,0.32266,0.32208,0.31823,0.31629,0.018764,0.019421,0.018811,0.019258,0.019735,0.019008,0.019152,0.019106,0.9491,0.0940
stec8,AQUILA,clean,profiler,101100.0,0.18,0.45,0.0152,,0.39652,0.46384,0.43680,0.44074,0.42619,0.43161,0.44865,0.44709,0.016174,0.016170,0.015476,0.015038,0.015678,0.014443,0.014949,0.014911,0.9563,0.0940
stec8,AQUILA,clean,profiler,101100.0,1.21,0.538,0.0153,,0.52492,0.58156,0.55248,0.55126,0.54486,0.54289,0.54156,0.54246,0.015771,0.015551,0.015059,0.015091,0.015487,0.015247,0.015319,0.015307,0.9756,0.0940
stec8,AQUILA,clean,profiler,101100.0,2.22,0.625,0.0166,,0.64904,0.66882,0.65595,0.64242,0.64579,0.64435,0.64198,0.64294,0.016504,0.016827,0.015990,0.015861,0.016330,0.015976,0.015990,0.016036,0.9824,0.0940
stec8,AQUILA,clean,profiler,101100.0,3.24,0.726,0.0184,,0.76872,0.76294,0.75836,0.74395,0.74922,0.74570,0.74362,0.74609,0.017495,0.018045,0.017054,0.017008,0.017107,0.016742,0.016736,0.016825,0.9858,0.0940
stec8,AQUILA,clean,profiler,101100.0,4.27,0.815,0.0197,,0.88259,0.86377,0.86362,0.84791,0.85240,0.84679,0.84647,0.84848,0.018336,0.019006,0.018309,0.018323,0.018011,0.017778,0.017677,0.017791,0.9879,0.0940
stec8,AQUILA,clean,profiler,101100.0,5.28,0.899,0.0206,,0.98773,0.96533,0.96685,0.94967,0.95229,0.94633,0.94713,0.94784,0.018984,0.019770,0.019701,0.019737,0.019170,0.018948,0.018907,0.019000,0.9887,0.0940
stec8,AQUILA,clean,profiler,101100.0,6.29,0.984,0.0215,,1.08555,1.06712,1.06776,1.05073,1.05144,1.04645,1.04625,1.04691,0.019693,0.020471,0.021144,0.021220,0.020631,0.020290,0.020314,0.020386,0.9889,0.0940
stec8,AQUILA,clean,profiler,101100.0,7.33,1.069,0.0239,,1.17581,1.16838,1.16677,1.15231,1.15236,1.14720,1.14425,1.14689,0.020873,0.021291,0.022446,0.022667,0.022376,0.022068,0.021968,0.022077,0.9879,0.0940
stec8,AQUILA,clean,profiler,101100.0,8.33,1.146,0.0251,,1.24934,1.25617,1.25352,1.24444,1.24565,1.23882,1.23376,1.23868,0.022840,0.022566,0.023566,0.024004,0.024187,0.023989,0.023863,0.023745,0.9850,0.0940
stec8,AQUILA,clean,profiler,101100.0,9.35,1.215,0.0285,,1.30807,1.32654,1.32757,1.32508,1.33042,1.32113,1.31249,1.32002,0.026100,0.025060,0.025377,0.025686,0.026023,0.026027,0.026137,0.025721,0.9807,0.0940
stec8,AQUILA,clean,profiler,101100.0,10.36,1.241,0.0359,,1.34699,1.36968,1.37907,1.37537,1.38861,1.37840,1.36554,1.37043,0.031073,0.029269,0.028884,0.028545,0.028331,0.028550,0.028783,0.028645,0.9757,0.0940
stec8,AQUILA,clean,profiler,101100.0,11.36,1.28,0.0385,,1.36097,1.38694,1.40060,1.38515,1.39923,1.39052,1.37481,1.37570,0.038499,0.035404,0.034892,0.034500,0.033329,0.033722,0.033715,0.034200,0.9703,0.0940
stec8,AQUILA,clean,profiler,101100.0,12.37,1.298,0.0471,,1.33983,1.38690,1.39033,1.37341,1.38043,1.36954,1.35635,1.35321,0.050065,0.043852,0.044774,0.045050,0.043123,0.043825,0.043960,0.044291,0.9635,0.0940
stec8,AQUILA,clean,profiler,101100.0,13.37,1.295,0.0573,,1.27551,1.37888,1.36798,1.36191,1.36738,1.35713,1.35876,1.34679,0.067909,0.054317,0.057452,0.058304,0.055778,0.056154,0.055876,0.056478,0.9515,0.0940
stec8,AQUILA,clean,profiler,150500.0,1.19,0.537,0.0128,,0.53199,0.56644,0.53719,0.53586,0.54181,0.53416,0.53952,0.53735,0.012460,0.012304,0.011846,0.011829,0.011965,0.011588,0.011696,0.011710,0.9788,0.0940
stec8,AQUILA,clean,profiler,150500.0,3.24,0.732,0.0154,,0.76374,0.75042,0.74535,0.73837,0.74679,0.74584,0.74499,0.74680,0.013607,0.013806,0.013275,0.013222,0.013262,0.013084,0.012950,0.013002,0.9846,0.0940
stec8,AQUILA,clean,profiler,150500.0,5.28,0.916,0.0176,,0.98391,0.95882,0.95283,0.95146,0.95250,0.95401,0.95053,0.95169,0.014708,0.014922,0.015109,0.015295,0.015061,0.014943,0.014828,0.014935,0.9863,0.0940
stec8,AQUILA,clean,profiler,150500.0,7.32,1.087,0.0214,,1.17560,1.16379,1.15456,1.15446,1.15270,1.15205,1.14715,1.14949,0.016601,0.016581,0.017421,0.017784,0.017689,0.017577,0.017501,0.017603,0.9837,0.0940
stec8,AQUILA,clean,profiler,150500.0,8.34,1.159,0.0221,,1.25427,1.25051,1.24424,1.24606,1.24894,1.24364,1.23757,1.24229,0.018630,0.018200,0.018919,0.019350,0.019279,0.019179,0.019239,0.019163,0.9815,0.0940
stec8,AQUILA,clean,profiler,150500.0,9.36,1.217,0.0245,,1.31896,1.31576,1.31778,1.32211,1.33462,1.32245,1.31429,1.32295,0.021704,0.020986,0.021365,0.021248,0.021196,0.021229,0.021385,0.021221,0.9796,0.0940
stec8,AQUILA,clean,profiler,150500.0,11.37,1.292,0.0346,,1.40246,1.37335,1.39126,1.36845,1.39277,1.39257,1.37868,1.38803,0.031888,0.031709,0.031386,0.031092,0.029717,0.030017,0.030017,0.030148,0.9753,0.0940
stec8,AQUILA,clean,profiler,203900.0,-1.89,0.235,0.0162,,0.19681,0.22173,0.18348,0.20068,0.20095,0.20060,0.19598,0.19462,0.016758,0.017187,0.016382,0.016964,0.016822,0.016914,0.017171,0.017123,0.7970,0.0940
stec8,AQUILA,clean,profiler,203900.0,-0.85,0.336,0.0141,,0.31230,0.31714,0.29150,0.30691,0.30781,0.30706,0.30288,0.30450,0.013220,0.013606,0.013362,0.013754,0.013592,0.013596,0.013550,0.013633,0.9709,0.0940
stec8,AQUILA,clean,profiler,203900.0,0.17,0.439,0.0128,,0.42204,0.43426,0.41571,0.39984,0.41688,0.41618,0.42891,0.41100,0.011240,0.011165,0.010655,0.010135,0.010506,0.009770,0.009816,0.009722,0.9689,0.0940
stec8,AQUILA,clean,profiler,203900.0,1.19,0.541,0.0113,,0.53219,0.55649,0.53698,0.53356,0.53950,0.53051,0.53797,0.53483,0.010651,0.010509,0.010299,0.010058,0.010119,0.009823,0.009925,0.009887,0.9783,0.0940
stec8,AQUILA,clean,profiler,203900.0,2.22,0.641,0.0124,,0.64596,0.65245,0.64739,0.63122,0.64076,0.63709,0.64146,0.64030,0.010955,0.011090,0.010952,0.010470,0.010650,0.010498,0.010455,0.010449,0.9810,0.0940
stec8,AQUILA,clean,profiler,203900.0,3.26,0.741,0.013,,0.76246,0.75447,0.74915,0.74025,0.74717,0.74560,0.74585,0.74725,0.011590,0.011616,0.011426,0.011185,0.011287,0.011261,0.011100,0.011098,0.9828,0.0940
stec8,AQUILA,clean,profiler,203900.0,4.26,0.833,0.0138,,0.87311,0.85653,0.84837,0.84602,0.84912,0.84989,0.84797,0.84935,0.012169,0.012088,0.012031,0.012020,0.012036,0.012027,0.011856,0.011913,0.9839,0.0940
stec8,AQUILA,clean,profiler,203900.0,5.28,0.921,0.015,,0.98131,0.96264,0.95186,0.95190,0.95155,0.95467,0.95077,0.95200,0.012728,0.012673,0.012860,0.012973,0.012947,0.012929,0.012771,0.012871,0.9840,0.0940
stec8,AQUILA,clean,profiler,203900.0,6.31,1.006,0.017,,1.08286,1.06869,1.05601,1.05584,1.05315,1.05692,1.05186,1.05369,0.013532,0.013429,0.013875,0.014065,0.014065,0.014050,0.013912,0.014017,0.9829,0.0940
stec8,AQUILA,clean,profiler,203900.0,7.32,1.085,0.0182,,1.17244,1.16664,1.15462,1.15328,1.15150,1.15348,1.14822,1.15064,0.014856,0.014461,0.015078,0.015389,0.015371,0.015288,0.015231,0.015314,0.9814,0.0940
stec8,AQUILA,clean,profiler,203900.0,8.34,1.156,0.0193,,1.25075,1.25147,1.24559,1.24487,1.24866,1.24495,1.23920,1.24420,0.016957,0.016140,0.016745,0.016962,0.016913,0.016767,0.016823,0.016817,0.9807,0.0940
stec8,AQUILA,clean,profiler,203900.0,9.35,1.216,0.0222,,1.31483,1.31433,1.31962,1.32280,1.33430,1.32387,1.31786,1.32591,0.019974,0.018898,0.019245,0.018870,0.018935,0.018859,0.018849,0.018895,0.9797,0.0940
stec8,AQUILA,clean,profiler,203900.0,10.37,1.268,0.0265,,1.36544,1.35531,1.37004,1.37049,1.39176,1.38639,1.37947,1.38617,0.024186,0.023264,0.023187,0.022272,0.021822,0.021750,0.021766,0.022016,0.9789,0.0940
stec8,AQUILA,clean,profiler,203900.0,11.35,1.302,0.0314,,1.40105,1.37494,1.39140,1.37649,1.40145,1.40315,1.39191,1.40454,0.029625,0.029335,0.029319,0.028784,0.027523,0.027670,0.027720,0.027594,0.9789,0.0940
stec8,AQUILA,clean,profiler,203900.0,12.37,1.312,0.0356,,1.42404,1.37769,1.39247,1.36457,1.38281,1.38674,1.37339,1.38641,0.037167,0.037983,0.038388,0.039514,0.038527,0.038502,0.038577,0.038515,0.9788,0.0940
stec8,AQUILA,clean,profiler,203900.0,13.38,1.305,0.0475,,1.42732,1.37072,1.37570,1.34879,1.36143,1.36385,1.35566,1.35759,0.047269,0.049237,0.050614,0.052991,0.052491,0.051973,0.051307,0.052613,0.9743,0.0940
stec8,AQUILA,clean,profiler,203900.0,14.36,1.292,0.067,,1.39987,1.36183,1.34624,1.32944,1.34449,1.34552,1.33824,1.33928,0.061006,0.062789,0.065425,0.067772,0.066474,0.065897,0.064556,0.066341,0.9639,0.0940
stec8,AQUILA,clean,profiler,301100.0,-3.93,0.041,0.0254,,-0.00068,-0.04674,-0.06513,-0.00955,-0.00845,-0.02081,-0.01728,-0.02522,0.026224,0.033604,0.032142,0.029031,0.030254,0.029541,0.029794,0.030640,0.2282,0.0940
stec8,AQUILA,clean,profiler,301100.0,-2.91,0.143,0.0187,,0.08549,0.10285,0.05756,0.08087,0.08115,0.08368,0.07897,0.07745,0.017191,0.021927,0.021771,0.020631,0.021266,0.021416,0.021769,0.022673,0.1792,0.0940
stec8,AQUILA,clean,profiler,301100.0,-1.87,0.248,0.0143,,0.19835,0.20590,0.17909,0.19387,0.19633,0.19886,0.19205,0.19138,0.013539,0.013785,0.013855,0.014278,0.014072,0.014296,0.014478,0.014504,0.8793,0.0940
stec8,AQUILA,clean,profiler,301100.0,-0.89,0.346,0.0122,,0.30262,0.29974,0.28040,0.29547,0.29901,0.29500,0.29304,0.29523,0.011184,0.011665,0.011593,0.011878,0.011662,0.011679,0.011779,0.011750,0.9693,0.0940
stec8,AQUILA,clean,profiler,301100.0,0.14,0.448,0.0113,,0.41012,0.41226,0.40554,0.38929,0.40430,0.40537,0.40226,0.39480,0.009548,0.009596,0.009215,0.008686,0.009257,0.008960,0.009139,0.009509,0.9681,0.0940
stec8,AQUILA,clean,profiler,301100.0,1.13,0.545,0.0091,,0.51625,0.53989,0.53029,0.52828,0.53384,0.52275,0.52802,0.52666,0.008923,0.008763,0.008715,0.008391,0.008386,0.008237,0.008277,0.008229,0.9770,0.0940
stec8,AQUILA,clean,profiler,301100.0,2.18,0.646,0.0099,,0.63353,0.64977,0.64980,0.63007,0.63526,0.62995,0.63465,0.63415,0.009068,0.009184,0.009305,0.008760,0.008834,0.008832,0.008774,0.008729,0.9796,0.0940
stec8,AQUILA,clean,profiler,301100.0,3.21,0.742,0.0111,,0.75153,0.75582,0.75140,0.73669,0.74055,0.73835,0.74027,0.74025,0.009615,0.009663,0.009688,0.009341,0.009429,0.009460,0.009358,0.009321,0.9804,0.0940
stec8,AQUILA,clean,profiler,301100.0,4.23,0.834,0.0119,,0.86728,0.86130,0.85067,0.84386,0.84481,0.84562,0.84559,0.84519,0.010254,0.010167,0.010178,0.010042,0.010138,0.010171,0.010041,0.010051,0.9810,0.0940
stec8,AQUILA,clean,profiler,301100.0,5.28,0.925,0.0131,,0.98075,0.97056,0.95530,0.95205,0.95043,0.95408,0.95184,0.95202,0.010980,0.010808,0.010889,0.010886,0.011006,0.011065,0.010911,0.010937,0.9806,0.0940
stec8,AQUILA,clean,profiler,301100.0,6.3,1.01,0.0139,,1.08215,1.07575,1.05770,1.05423,1.05160,1.05673,1.05309,1.05424,0.011947,0.011571,0.011794,0.011921,0.012032,0.012059,0.011922,0.011973,0.9795,0.0940
stec8,AQUILA,clean,profiler,301100.0,7.32,1.088,0.0152,,1.17276,1.17461,1.15785,1.15296,1.15247,1.15631,1.15188,1.15345,0.013399,0.012607,0.012984,0.013208,0.013225,0.013159,0.013089,0.013139,0.9791,0.0940
stec8,CLARK-Y,clean,profiler,61300.0,-3.95,-0.21,0.0282,,-0.38573,-0.40381,-0.40123,-0.39814,-0.39548,-0.37551,-0.37694,-0.38243,0.038313,0.039345,0.039339,0.038388,0.038690,0.039622,0.040413,0.039332,0.9660,0.1175
stec8,CLARK-Y,clean,profiler,61300.0,-2.92,-0.1,0.0269,,-0.27912,-0.30844,-0.30373,-0.30591,-0.29739,-0.29646,-0.29037,-0.29050,0.031512,0.033680,0.033372,0.032828,0.032438,0.032091,0.032031,0.032545,0.9816,0.1175
stec8,CLARK-Y,clean,profiler,61300.0,-1.9,0.006,0.0223,,-0.14424,-0.18893,-0.19188,-0.19322,-0.17558,-0.17651,-0.17960,-0.17502,0.027413,0.030394,0.029502,0.030165,0.028993,0.029372,0.029301,0.029622,0.9743,0.1175
stec8,CLARK-Y,clean,profiler,61300.0,-0.88,0.113,0.0252,,0.01024,-0.01442,-0.03635,-0.03824,-0.00515,0.00206,0.01088,0.01754,0.025737,0.027918,0.028015,0.026551,0.026025,0.025922,0.026323,0.026696,0.9643,0.1175
stec8,CLARK-Y,clean,profiler,61300.0,0.15,0.245,0.0278,,0.17322,0.17000,0.15878,0.16139,0.17870,0.18010,0.18178,0.17954,0.026033,0.028139,0.027888,0.027913,0.027530,0.028755,0.028333,0.028724,0.9732,0.1175
stec8,CLARK-Y,clean,profiler,61300.0,1.18,0.365,0.0313,,0.33245,0.32994,0.33511,0.32085,0.33513,0.33319,0.33325,0.33592,0.027224,0.029168,0.028172,0.029813,0.029759,0.030867,0.030255,0.030172,0.9780,0.1175
stec8,CLARK-Y,clean,profiler,61300.0,2.2,0.522,0.0324,,0.48114,0.47578,0.48821,0.47314,0.47626,0.47483,0.48358,0.48188,0.028491,0.030056,0.028756,0.031197,0.031278,0.031548,0.031065,0.030846,0.9796,0.1175
stec8,CLARK-Y,clean,profiler,61300.0,3.24,0.646,0.0303,,0.62083,0.61545,0.62896,0.62915,0.62151,0.61715,0.62682,0.62493,0.029651,0.031000,0.029604,0.031222,0.031266,0.031527,0.030764,0.030820,0.9788,0.1175
stec8,CLARK-Y,clean,profiler,61300.0,4.26,0.744,0.0284,,0.74406,0.74584,0.75660,0.77473,0.76413,0.74806,0.75483,0.76174,0.030743,0.031913,0.030566,0.030349,0.030166,0.030981,0.030094,0.030048,0.9759,0.1175
stec8,CLARK-Y,clean,profiler,61300.0,5.28,0.836,0.0271,,0.85256,0.86735,0.87570,0.89910,0.89523,0.87470,0.87645,0.88538,0.031915,0.032715,0.031636,0.029978,0.029458,0.030365,0.029743,0.029700,0.9753,0.1175
stec8,CLARK-Y,clean,profiler,61300.0,6.29,0.918,0.0266,,0.94535,0.97471,0.98568,1.00396,1.01090,0.99302,0.99045,0.99533,0.033264,0.033444,0.032903,0.030679,0.029807,0.030530,0.030317,0.030391,0.9792,0.1175
stec8,CLARK-Y,clean,profiler,61300.0,7.32,1.005,0.0283,,1.02414,1.07023,1.09023,1.09949,1.11519,1.10379,1.09765,1.09556,0.035092,0.034312,0.034356,0.031913,0.031091,0.031635,0.031582,0.031891,0.9849,0.1175
stec8,CLARK-Y,clean,profiler,61300.0,8.33,1.079,0.0305,,1.08312,1.15193,1.18339,1.18273,1.20372,1.19615,1.19049,1.18741,0.037920,0.035427,0.035605,0.033164,0.033026,0.033133,0.033054,0.033420,0.9885,0.1175
stec8,CLARK-Y,clean,profiler,61300.0,9.34,1.152,0.0326,,1.11918,1.22176,1.26094,1.25321,1.27631,1.26637,1.26571,1.26475,0.042701,0.037115,0.037095,0.034690,0.035522,0.034909,0.034687,0.035189,0.9891,0.1175
stec8,CLARK-Y,clean,profiler,61300.0,10.35,1.172,0.0332,,1.12632,1.27416,1.31359,1.30761,1.33019,1.31700,1.31307,1.31084,0.050661,0.040177,0.040203,0.037645,0.038516,0.037751,0.036954,0.037846,0.9883,0.1175
stec8,CLARK-Y,clean,profiler,61300.0,11.34,1.172,0.0364,,1.09999,1.30012,1.33180,1.34213,1.35964,1.34961,1.33818,1.33475,0.063115,0.045220,0.045799,0.043096,0.042996,0.042404,0.041717,0.042435,0.9867,0.1175
stec8,CLARK-Y,clean,profiler,102600.0,-3.94,-0.137,0.0228,,-0.23249,-0.29287,-0.28364,-0.29171,-0.27240,-0.26227,-0.26586,-0.25439,0.027107,0.029478,0.029271,0.028336,0.028742,0.028129,0.028945,0.028776,0.9832,0.1175
stec8,CLARK-Y,clean,profiler,102600.0,-2.92,0.002,0.0208,,-0.11496,-0.15539,-0.15038,-0.13750,-0.11785,-0.10336,-0.11704,-0.10679,0.023178,0.025418,0.025225,0.025362,0.024631,0.024441,0.024929,0.025006,0.9747,0.1175
stec8,CLARK-Y,clean,profiler,102600.0,-1.87,0.137,0.0198,,0.01988,-0.00840,0.00100,0.03147,0.03386,0.04744,0.03009,0.03703,0.020424,0.021775,0.021370,0.022813,0.021491,0.021680,0.022313,0.022011,0.9627,0.1175
stec8,CLARK-Y,clean,profiler,102600.0,-0.85,0.287,0.0189,,0.16346,0.19289,0.17806,0.21043,0.24581,0.25343,0.24440,0.25453,0.018995,0.018917,0.019187,0.019300,0.019250,0.018501,0.019219,0.019150,0.9573,0.1175
stec8,CLARK-Y,clean,profiler,102600.0,0.17,0.399,0.0192,,0.31516,0.39661,0.38415,0.40840,0.39633,0.39003,0.39261,0.39546,0.018704,0.018946,0.018592,0.018962,0.018676,0.018454,0.018788,0.018867,0.9659,0.1175
stec8,CLARK-Y,clean,profiler,102600.0,1.2,0.501,0.0179,,0.46736,0.54261,0.54930,0.52100,0.51718,0.53023,0.52979,0.53242,0.019000,0.019076,0.018168,0.018204,0.018091,0.017998,0.018079,0.017991,0.9728,0.1175
stec8,CLARK-Y,clean,profiler,102600.0,2.21,0.595,0.0184,,0.60660,0.65594,0.66687,0.63589,0.63988,0.64948,0.64727,0.64946,0.019326,0.018859,0.017708,0.017720,0.017633,0.017338,0.017313,0.017154,0.9806,0.1175
stec8,CLARK-Y,clean,profiler,102600.0,3.25,0.691,0.0179,,0.73507,0.76052,0.76966,0.74748,0.75855,0.75816,0.75560,0.75948,0.019512,0.018766,0.017553,0.017535,0.017381,0.016999,0.016944,0.016743,0.9863,0.1175
stec8,CLARK-Y,clean,profiler,102600.0,4.25,0.782,0.0186,,0.84498,0.85619,0.86593,0.84746,0.86275,0.85471,0.85509,0.85798,0.019604,0.018969,0.017889,0.017880,0.017570,0.017288,0.017146,0.016944,0.9891,0.1175
stec8,CLARK-Y,clean,profiler,102600.0,5.28,0.876,0.019,,0.94711,0.95186,0.96324,0.94742,0.96165,0.95055,0.95304,0.95585,0.019750,0.019398,0.018716,0.018806,0.018433,0.018190,0.018000,0.017978,0.9905,0.1175
stec8,CLARK-Y,clean,profiler,102600.0,6.29,0.963,0.0209,,1.03813,1.04258,1.05437,1.04402,1.05372,1.04432,1.04508,1.04915,0.020159,0.019954,0.019841,0.020019,0.019836,0.019467,0.019474,0.019545,0.9909,0.1175
stec8,CLARK-Y,clean,profiler,102600.0,7.32,1.043,0.0214,,1.12125,1.12919,1.14062,1.13831,1.14432,1.13577,1.13266,1.13805,0.021143,0.020795,0.021067,0.021265,0.021530,0.021309,0.021378,0.021428,0.9904,0.1175
stec8,CLARK-Y,clean,profiler,102600.0,8.34,1.126,0.0225,,1.19247,1.20344,1.21545,1.22011,1.22680,1.21688,1.20990,1.21709,0.022968,0.022368,0.022529,0.022690,0.023340,0.023412,0.023329,0.023438,0.9882,0.1175
stec8,CLARK-Y,clean,profiler,102600.0,9.36,1.198,0.0259,,1.25154,1.26112,1.27590,1.28128,1.29135,1.28189,1.26616,1.27803,0.025841,0.025208,0.024876,0.024863,0.025327,0.025463,0.025405,0.025354,0.9855,0.1175
stec8,CLARK-Y,clean,profiler,102600.0,10.36,1.213,0.0299,,1.29684,1.30194,1.32019,1.31655,1.32331,1.31673,1.29293,1.30309,0.029831,0.029182,0.028389,0.028176,0.027991,0.028244,0.028250,0.028170,0.9835,0.1175
stec8,CLARK-Y,clean,profiler,102600.0,11.35,1.21,0.0383,,1.32735,1.32943,1.35025,1.33389,1.32807,1.32490,1.29742,1.30418,0.035161,0.034109,0.032882,0.033476,0.032883,0.033227,0.033101,0.033419,0.9822,0.1175
stec8,CLARK-Y,clean,profiler,203800.0,-3.96,-0.011,0.0143,,-0.09630,-0.09199,-0.08813,-0.04803,-0.05394,-0.05942,-0.06409,-0.06096,0.017136,0.016878,0.017663,0.017036,0.016827,0.016534,0.016603,0.016990,0.9765,0.1175
stec8,CLARK-Y,clean,profiler,203800.0,-2.9,0.086,0.0128,,0.03306,0.04895,0.05313,0.08838,0.07278,0.07493,0.07398,0.07385,0.014760,0.014601,0.015202,0.014788,0.014419,0.014125,0.014297,0.014393,0.9595,0.1175
stec8,CLARK-Y,clean,profiler,203800.0,-1.91,0.176,0.012,,0.15490,0.16448,0.17408,0.19471,0.18790,0.18715,0.18299,0.18091,0.013146,0.012989,0.013095,0.013154,0.012742,0.012325,0.012482,0.012386,0.9590,0.1175
stec8,CLARK-Y,clean,profiler,203800.0,-0.85,0.272,0.0097,,0.28704,0.29083,0.30101,0.29757,0.33307,0.33809,0.35292,0.35849,0.012003,0.010918,0.011259,0.010618,0.010740,0.010445,0.010514,0.010568,0.9676,0.1175
stec8,CLARK-Y,clean,profiler,203800.0,0.17,0.399,0.0098,,0.41475,0.46205,0.45984,0.48248,0.49853,0.49612,0.50119,0.50023,0.011595,0.010888,0.011006,0.010699,0.010703,0.010406,0.010311,0.010351,0.9795,0.1175
stec8,CLARK-Y,clean,profiler,203800.0,1.19,0.496,0.0098,,0.53953,0.60095,0.60274,0.58784,0.58939,0.58986,0.59126,0.59200,0.011768,0.011417,0.011270,0.010653,0.010541,0.010426,0.010357,0.010408,0.9858,0.1175
stec8,CLARK-Y,clean,profiler,203800.0,2.22,0.596,0.0104,,0.65947,0.70628,0.70961,0.67514,0.68078,0.68282,0.68666,0.68739,0.012171,0.011712,0.011314,0.010773,0.010729,0.010593,0.010508,0.010579,0.9878,0.1175
stec8,CLARK-Y,clean,profiler,203800.0,3.24,0.691,0.0114,,0.77106,0.79514,0.79788,0.76741,0.77417,0.77555,0.77976,0.77964,0.012538,0.011957,0.011474,0.011190,0.011244,0.011095,0.010894,0.010968,0.9880,0.1175
stec8,CLARK-Y,clean,profiler,203800.0,4.27,0.788,0.0124,,0.87601,0.87996,0.88305,0.86232,0.86753,0.86817,0.86936,0.86924,0.012875,0.012301,0.011993,0.011956,0.012137,0.011990,0.011681,0.011805,0.9881,0.1175
stec8,CLARK-Y,clean,profiler,203800.0,5.28,0.874,0.0134,,0.97056,0.96253,0.96633,0.95418,0.95716,0.95914,0.95568,0.95650,0.013354,0.012832,0.012824,0.013013,0.013268,0.013046,0.012840,0.012998,0.9879,0.1175
stec8,CLARK-Y,clean,profiler,203800.0,6.3,0.96,0.0151,,1.05660,1.04493,1.04959,1.04344,1.04552,1.04699,1.04067,1.04280,0.014223,0.013685,0.013895,0.014203,0.014502,0.014357,0.014273,0.014338,0.9874,0.1175
