source,airfoil,config,geom_kind,Re,alpha,CL_meas,CD_meas,u_cd_span,CL_xxsmall,CL_xsmall,CL_small,CL_medium,CL_large,CL_xlarge,CL_xxlarge,CL_xxxlarge,CD_xxsmall,CD_xsmall,CD_small,CD_medium,CD_large,CD_xlarge,CD_xxlarge,CD_xxxlarge,conf_xlarge,tc
vol1,FX 63-137 (B),clean,nominal,100800.0,10.57,1.654,0.0316,0.003749999999999998,1.64445,1.73784,1.72899,1.72670,1.74228,1.72465,1.72110,1.72238,0.039481,0.037953,0.036245,0.035637,0.035764,0.035009,0.035717,0.035796,0.9775,0.1372
vol1,FX 63-137 (B),clean,nominal,100800.0,11.44,1.697,0.0349,0.0063500000000000015,1.66200,1.73426,1.73186,1.72660,1.73260,1.70888,1.70840,1.70885,0.045331,0.044888,0.042482,0.041555,0.042260,0.041692,0.042475,0.042415,0.9759,0.1372
vol1,FX 63-137 (B),clean,nominal,100800.0,13.0,1.738,0.0443,0.0045000000000000005,1.65489,1.71709,1.71795,1.70959,1.71486,1.69334,1.70658,1.70849,0.061067,0.060055,0.056224,0.055463,0.057243,0.057474,0.057546,0.056963,0.9753,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,-5.79,0.142,0.0259,0.0009500000000000012,0.08868,0.17037,0.12467,0.18400,0.17918,0.17075,0.17175,0.17687,0.024410,0.023035,0.022070,0.021652,0.020456,0.019765,0.019681,0.019859,0.9303,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,-4.73,0.261,0.0195,0.0008500000000000001,0.25851,0.32637,0.29959,0.32052,0.32327,0.32341,0.32270,0.31642,0.019628,0.017572,0.018358,0.017010,0.016229,0.016049,0.016134,0.016434,0.9632,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,-3.65,0.376,0.0168,0.00045000000000000075,0.42665,0.47572,0.45109,0.45294,0.47047,0.47147,0.47526,0.47009,0.016275,0.015032,0.015286,0.014696,0.014089,0.013913,0.013687,0.013985,0.9510,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,-2.54,0.507,0.0147,0.0003500000000000005,0.58342,0.61564,0.59356,0.60616,0.62399,0.61729,0.61536,0.61556,0.014248,0.013458,0.013043,0.012924,0.012864,0.013097,0.013541,0.013266,0.9665,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,-1.61,0.603,0.0149,0.0003499999999999996,0.70180,0.72833,0.71477,0.71947,0.73098,0.72103,0.71605,0.71981,0.013658,0.012753,0.013722,0.013104,0.013620,0.014118,0.013911,0.013928,0.9793,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,-0.42,0.726,0.0161,0.0006999999999999992,0.83929,0.87286,0.85599,0.84846,0.85893,0.84739,0.84533,0.85064,0.013948,0.013497,0.015322,0.013813,0.014355,0.014364,0.014520,0.014551,0.9845,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,0.87,0.859,0.0169,0.0010499999999999989,0.97587,1.01626,0.99243,0.98877,0.99651,0.99298,0.98777,0.99484,0.014703,0.014458,0.015311,0.014303,0.014884,0.014465,0.014800,0.014769,0.9865,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,1.42,0.914,0.0169,0.0010000000000000009,1.03156,1.07343,1.04944,1.04833,1.05574,1.05513,1.04888,1.05572,0.014974,0.014696,0.015227,0.014499,0.015024,0.014565,0.014889,0.014830,0.9870,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,2.63,1.035,0.0175,0.000700000000000001,1.15117,1.19352,1.17417,1.17612,1.18412,1.18890,1.18157,1.18692,0.015370,0.014997,0.015330,0.014971,0.015336,0.014976,0.015138,0.015006,0.9878,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,3.99,1.172,0.0175,0.0005999999999999998,1.28269,1.32349,1.31308,1.31116,1.32180,1.32894,1.32348,1.33024,0.015705,0.015290,0.015819,0.015605,0.015831,0.015730,0.015544,0.015501,0.9886,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,4.67,1.232,0.0173,0.0002999999999999999,1.34670,1.38810,1.38162,1.37467,1.38775,1.39187,1.38877,1.39794,0.015962,0.015517,0.016164,0.015981,0.016125,0.016186,0.015820,0.015853,0.9885,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,5.89,1.342,0.0171,0.0002500000000000002,1.45503,1.50285,1.49807,1.48267,1.50148,1.49424,1.49015,1.49827,0.016853,0.016182,0.016945,0.016844,0.016766,0.016954,0.016467,0.016418,0.9880,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,6.78,1.43,0.0177,0.00040000000000000105,1.52566,1.58092,1.57245,1.55627,1.58003,1.56789,1.56556,1.57577,0.018066,0.017059,0.017727,0.017748,0.017632,0.017833,0.017495,0.017469,0.9880,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,8.29,1.555,0.0189,0.0005000000000000004,1.62357,1.67965,1.66425,1.65669,1.68652,1.67258,1.67684,1.68536,0.021683,0.020451,0.020471,0.020632,0.020379,0.020694,0.020572,0.020455,0.9876,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,9.14,1.616,0.0206,9.99999999999994e-05,1.66586,1.70845,1.69142,1.68994,1.71969,1.71096,1.71029,1.71664,0.024736,0.024117,0.023830,0.023697,0.023161,0.023169,0.023154,0.023168,0.9876,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,10.51,1.69,0.0245,0.000449999999999999,1.71643,1.72370,1.70862,1.70849,1.73644,1.72990,1.72431,1.73359,0.031373,0.032811,0.032101,0.031474,0.030989,0.030549,0.030994,0.030973,0.9871,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,10.7,1.697,0.0256,0.0002500000000000002,1.72192,1.72391,1.70985,1.70904,1.73607,1.72860,1.72452,1.73344,0.032472,0.034267,0.033415,0.032842,0.032408,0.032053,0.032514,0.032463,0.9870,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,11.97,1.728,0.0316,0.0014500000000000016,1.75012,1.71993,1.71472,1.70934,1.72682,1.71310,1.71808,1.72075,0.041079,0.045385,0.043540,0.043392,0.043675,0.044586,0.044931,0.044662,0.9861,0.1372
vol1,FX 63-137 (B),clean,nominal,201100.0,12.86,1.731,0.0395,0.008299999999999998,1.76137,1.71537,1.71293,1.70735,1.71845,1.70262,1.70718,1.70690,0.048587,0.054437,0.052879,0.052137,0.053317,0.054691,0.055241,0.055025,0.9859,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,-6.29,0.084,0.0307,0.0017000000000000019,0.05184,0.13344,0.08826,0.13091,0.13430,0.12567,0.13068,0.13723,0.022850,0.021953,0.020604,0.020510,0.019098,0.018770,0.018370,0.018431,0.9185,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,-4.91,0.238,0.0178,0.0012499999999999994,0.27200,0.32604,0.30637,0.30749,0.31362,0.31064,0.31485,0.30984,0.017332,0.015633,0.016019,0.014941,0.014422,0.014454,0.014421,0.014617,0.9691,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,-3.87,0.353,0.0152,0.0006000000000000007,0.43133,0.46488,0.44553,0.43270,0.45157,0.45110,0.45487,0.45163,0.014567,0.013493,0.013622,0.013104,0.012780,0.012814,0.012759,0.012777,0.9593,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,-2.74,0.481,0.0128,4.99999999999997e-05,0.58724,0.60387,0.58213,0.58731,0.60805,0.60016,0.60324,0.60192,0.012666,0.012051,0.011457,0.011472,0.011146,0.011379,0.011808,0.011554,0.9688,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,-1.81,0.586,0.0128,0.00019999999999999966,0.70263,0.71241,0.69868,0.70302,0.71836,0.70952,0.70726,0.70803,0.011993,0.011225,0.011480,0.011392,0.011790,0.012155,0.012040,0.011994,0.9805,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,-0.74,0.695,0.0134,0.0005999999999999998,0.82466,0.83971,0.82923,0.82118,0.83567,0.82621,0.82651,0.82922,0.012049,0.011494,0.012880,0.011985,0.012337,0.012504,0.012500,0.012531,0.9853,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,0.24,0.794,0.014,0.001,0.92967,0.95263,0.93714,0.92924,0.94151,0.93501,0.93454,0.93893,0.012538,0.012244,0.013310,0.012351,0.012767,0.012585,0.012803,0.012777,0.9863,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,1.25,0.892,0.0145,0.0009499999999999995,1.03353,1.06253,1.04387,1.04062,1.05076,1.04889,1.04612,1.05100,0.013101,0.012858,0.013292,0.012690,0.013108,0.012769,0.013052,0.012951,0.9867,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,2.34,1.005,0.0149,0.0007000000000000001,1.14230,1.17533,1.15786,1.15802,1.16790,1.16957,1.16610,1.16953,0.013537,0.013298,0.013432,0.013137,0.013468,0.013190,0.013358,0.013201,0.9868,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,3.37,1.108,0.0151,0.000449999999999999,1.24281,1.27726,1.26359,1.26417,1.27564,1.27933,1.27577,1.27821,0.013823,0.013620,0.013787,0.013677,0.013896,0.013777,0.013719,0.013627,0.9874,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,4.34,1.201,0.0154,0.0003999999999999993,1.33493,1.37021,1.36099,1.35861,1.37300,1.37569,1.37301,1.37767,0.014154,0.013960,0.014263,0.014298,0.014406,0.014423,0.014182,0.014183,0.9880,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,5.36,1.293,0.0154,0.0006000000000000007,1.42692,1.46529,1.45968,1.45085,1.46990,1.46707,1.46771,1.47466,0.014796,0.014482,0.014925,0.015079,0.015041,0.015174,0.014860,0.014920,0.9875,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,6.49,1.39,0.0156,0.0005000000000000004,1.51894,1.56383,1.55768,1.54292,1.56682,1.55491,1.55449,1.56106,0.016157,0.015514,0.015964,0.016174,0.015938,0.016156,0.015868,0.015760,0.9868,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,7.5,1.478,0.0163,0.0005500000000000001,1.58920,1.63676,1.62796,1.61354,1.63948,1.62761,1.63050,1.64120,0.018187,0.017339,0.017503,0.017703,0.017415,0.017704,0.017555,0.017373,0.9869,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,8.33,1.539,0.0174,0.00045000000000000075,1.63740,1.67954,1.66867,1.65952,1.68660,1.67939,1.68340,1.69111,0.020541,0.019908,0.019768,0.019826,0.019394,0.019591,0.019466,0.019363,0.9874,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,9.5,1.616,0.0202,0.00045000000000000075,1.69085,1.71386,1.69880,1.69966,1.72855,1.72616,1.72216,1.72987,0.025029,0.025394,0.025188,0.024553,0.024012,0.023707,0.023764,0.023839,0.9883,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,10.51,1.672,0.0231,0.0005000000000000004,1.72448,1.72594,1.70990,1.71483,1.74236,1.73682,1.73538,1.74293,0.030124,0.031879,0.031408,0.030604,0.030160,0.029830,0.030078,0.030057,0.9881,0.1372
vol1,FX 63-137 (B),clean,nominal,251600.0,11.6,1.71,0.0285,0.0017499999999999998,1.74940,1.72799,1.71663,1.72251,1.74406,1.73173,1.73734,1.73978,0.037101,0.040641,0.039630,0.038958,0.038874,0.039453,0.039686,0.039505,0.9877,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,-5.82,0.142,0.0201,0.0014000000000000002,0.15469,0.21329,0.19316,0.20289,0.20548,0.20390,0.20541,0.20379,0.018063,0.016434,0.016309,0.015624,0.014896,0.014788,0.014897,0.015102,0.9675,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,-4.86,0.247,0.0161,0.0014000000000000002,0.30567,0.34414,0.33126,0.31563,0.32551,0.32308,0.32892,0.32487,0.015244,0.013987,0.014124,0.013384,0.013053,0.013226,0.013108,0.013195,0.9712,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,-3.85,0.36,0.014,0.0007000000000000001,0.45417,0.47501,0.45918,0.43992,0.45910,0.46029,0.46280,0.46141,0.013058,0.012266,0.012189,0.011952,0.011646,0.011813,0.011778,0.011723,0.9623,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,-2.79,0.479,0.012,0.00020000000000000052,0.59493,0.60278,0.58317,0.58559,0.60583,0.59825,0.60309,0.60046,0.011548,0.011091,0.010424,0.010566,0.010132,0.010419,0.010687,0.010517,0.9687,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,-1.74,0.599,0.0116,0.00014999999999999996,0.72118,0.72320,0.71240,0.71532,0.73094,0.72216,0.72268,0.72166,0.010871,0.010241,0.010358,0.010452,0.010705,0.010984,0.010924,0.010867,0.9802,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,-0.71,0.706,0.012,0.0005000000000000004,0.83653,0.84443,0.83782,0.82992,0.84492,0.83673,0.83885,0.83990,0.010921,0.010468,0.011512,0.010942,0.011142,0.011280,0.011285,0.011283,0.9843,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,0.33,0.811,0.0125,0.001,0.94786,0.96434,0.95346,0.94529,0.95878,0.95253,0.95388,0.95671,0.011413,0.011178,0.011975,0.011288,0.011541,0.011410,0.011610,0.011545,0.9852,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,1.34,0.914,0.0131,0.00115,1.05261,1.07565,1.06142,1.05653,1.06897,1.06569,1.06541,1.06846,0.011977,0.011776,0.012060,0.011617,0.011892,0.011649,0.011900,0.011774,0.9854,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,2.35,1.018,0.0134,0.0008500000000000001,1.15465,1.18250,1.16826,1.16503,1.17808,1.17709,1.17616,1.17793,0.012414,0.012242,0.012266,0.012049,0.012275,0.012091,0.012226,0.012105,0.9855,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,3.36,1.118,0.0136,0.0004000000000000002,1.25409,1.28481,1.27296,1.26937,1.28443,1.28465,1.28319,1.28408,0.012742,0.012647,0.012659,0.012623,0.012757,0.012708,0.012639,0.012605,0.9861,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,4.45,1.232,0.0139,0.0004000000000000002,1.35757,1.39034,1.38204,1.37596,1.39414,1.39367,1.39178,1.39508,0.013186,0.013122,0.013242,0.013406,0.013424,0.013464,0.013267,0.013280,0.9869,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,5.46,1.324,0.0145,0.0006000000000000007,1.44753,1.48336,1.47785,1.46721,1.48911,1.48494,1.48668,1.49074,0.013936,0.013742,0.013971,0.014275,0.014185,0.014273,0.014078,0.014115,0.9865,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,6.42,1.398,0.0144,0.00045000000000000075,1.52493,1.56453,1.55932,1.54466,1.56963,1.55934,1.56297,1.56982,0.015167,0.014736,0.014950,0.015275,0.015027,0.015226,0.015069,0.014926,0.9854,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,7.49,1.487,0.0153,0.000550000000000001,1.59919,1.63866,1.63277,1.61762,1.64221,1.63272,1.63645,1.64607,0.017329,0.016818,0.016746,0.016995,0.016632,0.016833,0.016702,0.016477,0.9854,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,8.52,1.559,0.017,0.0007500000000000007,1.65733,1.68782,1.67958,1.67176,1.69737,1.69464,1.69775,1.70403,0.020330,0.020236,0.019953,0.019814,0.019338,0.019331,0.019182,0.019155,0.9870,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,9.57,1.626,0.0196,0.0008500000000000001,1.70312,1.71790,1.70402,1.70682,1.73414,1.73218,1.73023,1.73791,0.024434,0.025235,0.025031,0.024249,0.023806,0.023490,0.023449,0.023510,0.9882,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,10.55,1.676,0.0227,0.0008999999999999998,1.73441,1.73239,1.71595,1.72533,1.75067,1.74429,1.74651,1.75231,0.029364,0.031392,0.030908,0.030022,0.029669,0.029485,0.029613,0.029566,0.9882,0.1372
vol1,FX 63-137 (B),clean,nominal,302300.0,11.53,1.708,0.0277,0.00255,1.75574,1.73757,1.72355,1.73691,1.75795,1.74549,1.75242,1.75350,0.035567,0.038938,0.038239,0.037193,0.037167,0.037711,0.037730,0.037701,0.9882,0.1372
vol1,GEMINI,clean,nominal,101600.0,-7.01,-0.505,0.0276,0.0031000000000000003,-0.60669,-0.64612,-0.68049,-0.69331,-0.71630,-0.71903,-0.72173,-0.73001,0.028712,0.029659,0.030582,0.030253,0.031360,0.031364,0.031762,0.032545,0.9843,0.1539
vol1,GEMINI,clean,nominal,101600.0,-3.28,-0.073,0.0154,0.0028000000000000004,-0.24743,-0.24987,-0.24734,-0.22673,-0.22303,-0.22051,-0.23581,-0.23224,0.020415,0.018571,0.019031,0.018865,0.019594,0.019672,0.020108,0.019992,0.9682,0.1539
vol1,GEMINI,clean,nominal,101600.0,-2.71,-0.027,0.0167,0.0025499999999999993,-0.17330,-0.17008,-0.16051,-0.14936,-0.15655,-0.14793,-0.15540,-0.15853,0.020467,0.018398,0.019098,0.018641,0.019505,0.019561,0.020199,0.020211,0.9663,0.1539
vol1,GEMINI,clean,nominal,101600.0,-1.08,0.099,0.0166,0.0016999999999999993,0.06858,0.11147,0.14546,0.15829,0.11533,0.11907,0.11963,0.11320,0.021749,0.019629,0.019690,0.019641,0.019743,0.019741,0.020473,0.020373,0.9611,0.1539
vol1,GEMINI,clean,nominal,101600.0,0.56,0.356,0.0194,0.006,0.32195,0.38300,0.40459,0.45817,0.45967,0.47027,0.47592,0.47367,0.023208,0.021026,0.020131,0.019641,0.019516,0.019521,0.019570,0.019345,0.9732,0.1539
vol1,GEMINI,clean,nominal,101600.0,2.08,0.501,0.0175,0.0024000000000000002,0.52921,0.57332,0.58313,0.60580,0.61354,0.61269,0.61698,0.61276,0.023695,0.021765,0.020622,0.019347,0.018909,0.018664,0.018902,0.019105,0.9814,0.1539
vol1,GEMINI,clean,nominal,101600.0,3.64,0.622,0.0183,0.0012499999999999994,0.70420,0.71940,0.73778,0.72389,0.72643,0.72700,0.73138,0.73056,0.023507,0.022116,0.021310,0.020008,0.019334,0.019103,0.019366,0.019619,0.9857,0.1539
vol1,GEMINI,clean,nominal,101600.0,5.13,0.757,0.0224,0.0029499999999999995,0.84239,0.84286,0.87076,0.84247,0.84748,0.84920,0.84774,0.85241,0.023092,0.022239,0.022380,0.021505,0.020655,0.020514,0.020449,0.020754,0.9871,0.1539
vol1,GEMINI,clean,nominal,101600.0,6.44,0.864,0.0241,0.0048000000000000004,0.94523,0.95222,0.98259,0.95739,0.96230,0.96561,0.96066,0.96220,0.022927,0.022406,0.023591,0.023148,0.022396,0.022289,0.022291,0.022404,0.9872,0.1539
vol1,GEMINI,clean,nominal,101600.0,8.3,1.018,0.0263,0.0043500000000000014,1.05998,1.10229,1.12530,1.12222,1.12118,1.13055,1.12094,1.11832,0.024327,0.023495,0.024642,0.024834,0.024314,0.024873,0.024909,0.024829,0.9862,0.1539
vol1,GEMINI,clean,nominal,101600.0,9.63,1.126,0.027,0.004249999999999999,1.11643,1.18595,1.19095,1.20230,1.19597,1.21130,1.20077,1.19300,0.027631,0.025952,0.025877,0.025851,0.025082,0.025382,0.025477,0.025576,0.9804,0.1539
vol1,GEMINI,clean,nominal,101600.0,11.05,1.217,0.029,0.003299999999999999,1.14968,1.22769,1.20112,1.17537,1.15881,1.14818,1.15463,1.15347,0.034380,0.031975,0.032126,0.032163,0.030173,0.030441,0.030619,0.030812,0.9725,0.1539
vol1,GEMINI,clean,nominal,101600.0,12.66,1.202,0.0368,0.0091,1.13894,1.21405,1.16416,1.08831,1.04950,1.04186,1.04778,1.04680,0.048332,0.044370,0.047787,0.049253,0.052822,0.053233,0.053403,0.053403,0.9750,0.1539
vol1,GEMINI,clean,nominal,202800.0,-7.05,-0.38,0.0192,0.0026499999999999996,-0.54879,-0.54863,-0.56269,-0.56031,-0.53488,-0.53630,-0.53448,-0.53426,0.020982,0.020533,0.020822,0.020843,0.020311,0.020471,0.020530,0.020688,0.9837,0.1539
vol1,GEMINI,clean,nominal,202800.0,-5.6,-0.263,0.0148,0.0005499999999999993,-0.39716,-0.36963,-0.38561,-0.34904,-0.35229,-0.35664,-0.35456,-0.35205,0.017083,0.016361,0.016387,0.015959,0.015517,0.015526,0.015510,0.015498,0.9671,0.1539
vol1,GEMINI,clean,nominal,202800.0,-3.85,-0.134,0.0118,0.00145,-0.20866,-0.17655,-0.17950,-0.17484,-0.18269,-0.18363,-0.18739,-0.18654,0.013946,0.012401,0.012528,0.012092,0.012108,0.011965,0.012207,0.012244,0.9717,0.1539
vol1,GEMINI,clean,nominal,202800.0,-2.47,-0.022,0.0117,0.0028000000000000004,-0.05518,-0.04396,-0.03782,-0.05029,-0.04923,-0.05157,-0.05438,-0.05268,0.012794,0.011297,0.011772,0.011377,0.011560,0.011731,0.011586,0.011657,0.9818,0.1539
vol1,GEMINI,clean,nominal,202800.0,-1.14,0.101,0.0116,0.0032,0.10493,0.09353,0.09765,0.08508,0.08078,0.08518,0.08214,0.08329,0.012756,0.011648,0.011785,0.011266,0.011401,0.011547,0.011534,0.011595,0.9839,0.1539
vol1,GEMINI,clean,nominal,202800.0,0.38,0.248,0.0119,0.0020500000000000006,0.29923,0.27451,0.29256,0.28825,0.26411,0.26581,0.26794,0.26762,0.013441,0.012382,0.012123,0.011753,0.011718,0.011735,0.011846,0.011859,0.9815,0.1539
vol1,GEMINI,clean,nominal,202800.0,2.11,0.474,0.0118,0.0018000000000000004,0.51881,0.51062,0.53417,0.55806,0.55080,0.55942,0.54682,0.54964,0.014109,0.013454,0.012860,0.012810,0.012664,0.012572,0.012544,0.012798,0.9808,0.1539
vol1,GEMINI,clean,nominal,202800.0,3.56,0.641,0.0128,0.0005999999999999998,0.69230,0.69552,0.71813,0.74034,0.74299,0.74656,0.74878,0.75409,0.014234,0.014051,0.013653,0.013437,0.013253,0.013009,0.012925,0.013013,0.9828,0.1539
vol1,GEMINI,clean,nominal,202800.0,5.15,0.775,0.0148,0.001700000000000001,0.86311,0.86140,0.88634,0.88636,0.87796,0.87538,0.87744,0.87702,0.014269,0.014163,0.014537,0.014202,0.014142,0.013786,0.013761,0.013829,0.9853,0.1539
vol1,GEMINI,clean,nominal,202800.0,7.04,0.945,0.0183,0.0026,1.02432,1.01760,1.04524,1.03427,1.02276,1.02615,1.02580,1.02468,0.015458,0.014695,0.015403,0.015249,0.015656,0.015518,0.015479,0.015505,0.9858,0.1539
vol1,GEMINI,clean,nominal,202800.0,8.21,1.045,0.0197,0.002450000000000001,1.09627,1.09324,1.12026,1.11564,1.10599,1.10959,1.10684,1.10664,0.017495,0.016200,0.016128,0.016209,0.016684,0.016686,0.016682,0.016688,0.9844,0.1539
vol1,GEMINI,clean,nominal,202800.0,9.78,1.154,0.0207,0.0010500000000000006,1.16255,1.15868,1.17182,1.15377,1.16086,1.15987,1.16329,1.16355,0.022394,0.020891,0.019805,0.020703,0.019481,0.019722,0.019367,0.019177,0.9833,0.1539
vol1,GEMINI,clean,nominal,202800.0,11.13,1.157,0.031,0.0134,1.19946,1.17465,1.16315,1.11061,1.10425,1.10175,1.09810,1.10110,0.029041,0.028456,0.028649,0.030442,0.031090,0.031844,0.031464,0.031429,0.9861,0.1539
vol1,GEMINI,clean,nominal,202800.0,12.68,1.118,0.0494,0.020649999999999995,1.22648,1.15868,1.13606,1.08893,1.08289,1.08596,1.07726,1.08038,0.040141,0.042253,0.044727,0.046995,0.047622,0.047219,0.047829,0.047931,0.9887,0.1539
vol1,GEMINI,clean,nominal,304100.0,-5.77,-0.284,0.0146,0.0017499999999999998,-0.38817,-0.36182,-0.36709,-0.35059,-0.35506,-0.35631,-0.35648,-0.35517,0.014715,0.013823,0.014024,0.013393,0.013343,0.013298,0.013264,0.013210,0.9730,0.1539
vol1,GEMINI,clean,nominal,304100.0,-4.53,-0.188,0.0121,0.0014000000000000002,-0.25298,-0.23135,-0.23543,-0.23725,-0.24278,-0.24581,-0.24559,-0.24811,0.012596,0.011725,0.011742,0.011219,0.011086,0.011057,0.010915,0.010906,0.9706,0.1539
vol1,GEMINI,clean,nominal,304100.0,-2.47,-0.019,0.0104,0.0017499999999999998,-0.04131,-0.04259,-0.03831,-0.05328,-0.04834,-0.04849,-0.05119,-0.05021,0.010319,0.009275,0.009667,0.009412,0.009454,0.009509,0.009449,0.009507,0.9817,0.1539
vol1,GEMINI,clean,nominal,304100.0,-1.29,0.091,0.0101,0.0021999999999999997,0.08128,0.07240,0.07332,0.06685,0.06953,0.07089,0.07040,0.06976,0.009935,0.009354,0.009416,0.009326,0.009197,0.009354,0.009225,0.009289,0.9848,0.1539
vol1,GEMINI,clean,nominal,304100.0,0.76,0.307,0.0099,0.002,0.31846,0.28983,0.30904,0.30396,0.28740,0.29122,0.29313,0.28966,0.010391,0.009986,0.009704,0.009432,0.009405,0.009309,0.009356,0.009368,0.9803,0.1539
vol1,GEMINI,clean,nominal,304100.0,2.08,0.449,0.0108,0.00245,0.48392,0.45704,0.49001,0.49162,0.47905,0.48184,0.47964,0.47826,0.010799,0.010542,0.010322,0.010202,0.010105,0.010071,0.010093,0.010193,0.9784,0.1539
vol1,GEMINI,clean,nominal,304100.0,3.59,0.634,0.0126,0.0033,0.67252,0.66365,0.69327,0.70720,0.70790,0.72083,0.71677,0.71591,0.011062,0.011174,0.011222,0.011217,0.011106,0.011020,0.010940,0.011062,0.9794,0.1539
vol1,GEMINI,clean,nominal,304100.0,5.24,0.797,0.0126,0.0009500000000000003,0.86069,0.86484,0.88558,0.88971,0.88693,0.88703,0.89056,0.88949,0.011505,0.011645,0.012198,0.012032,0.012067,0.011796,0.011727,0.011811,0.9824,0.1539
vol1,GEMINI,clean,nominal,304100.0,6.87,0.946,0.0149,0.0014000000000000002,1.01074,1.01470,1.03757,1.02161,1.00867,1.01095,1.01069,1.01135,0.013034,0.012540,0.013050,0.012821,0.013175,0.013059,0.012963,0.013039,0.9838,0.1539
vol1,GEMINI,clean,nominal,304100.0,8.27,1.068,0.0161,0.0006999999999999992,1.10416,1.10319,1.12925,1.10982,1.10116,1.10853,1.10456,1.10675,0.015848,0.014669,0.014288,0.014274,0.014444,0.014431,0.014399,0.014445,0.9841,0.1539
vol1,GEMINI,clean,nominal,304100.0,9.59,1.129,0.0181,0.002449999999999999,1.16382,1.15397,1.16606,1.14089,1.14628,1.15070,1.14848,1.14975,0.020126,0.018583,0.017838,0.018419,0.017542,0.017819,0.017665,0.017391,0.9843,0.1539
vol1,GEMINI,clean,nominal,304100.0,11.25,1.131,0.0318,0.014450000000000001,1.20918,1.17590,1.15884,1.12268,1.11460,1.11689,1.11464,1.11453,0.028349,0.027516,0.028490,0.029420,0.030494,0.030429,0.029931,0.030318,0.9887,0.1539
vol1,GM15,clean,nominal,38600.0,10.98,1.278,0.0454,0.0103,1.05519,1.05490,1.20396,1.26014,1.22915,1.17815,1.21233,1.19405,0.136621,0.141306,0.100835,0.101152,0.105539,0.106973,0.103129,0.103851,0.7084,0.0673
vol1,GM15,clean,nominal,40600.0,-3.62,-0.071,0.0499,0.015049999999999997,-0.19328,-0.27049,-0.22642,-0.23748,-0.26242,-0.27698,-0.28969,-0.28582,0.055619,0.055803,0.059001,0.056723,0.061842,0.062125,0.063446,0.065954,0.5812,0.0673
vol1,GM15,clean,nominal,40600.0,-1.52,0.157,0.0261,0.003349999999999999,0.05860,0.10189,0.06863,0.12557,0.14275,0.14905,0.15020,0.16094,0.032337,0.029230,0.028195,0.028644,0.027846,0.027581,0.028051,0.027518,0.9770,0.0673
